"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUALLAGA (000)",9555,354,3191,3254,2180,576
"Agric., ganadería, caza y silvicultura (001)",6824,302,2436,2120,1496,470
"Pesca (002)",2,,,1,1,
"Explotación de minas y canteras (003)",1,,,,1,
"Industrias manufactureras (004)",165,2,38,60,50,15
"Suministro de electricidad, gas y agua (005)",9,,,8,1,
"Construcción (006)",102,,21,48,31,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",514,10,117,214,140,33
"Venta, mant.y rep. veh.autom.y motoc. (008)",60,1,22,22,15,
"Comercio al por mayor (009)",36,1,11,13,10,1
"Comercio al por menor (010)",418,8,84,179,115,32
"Hoteles y restaurantes (011)",155,4,30,80,36,5
"Trans., almac. y comunicaciones (012)",254,1,82,110,59,2
"Intermediación financiera (013)",6,,3,3,,
"Activid.inmobil., empres. y alquileres (014)",54,,19,19,13,3
"Admin.pub. y defensa; p. segur.soc afil (015)",157,,33,80,43,1
"Enseñanza (016)",364,,49,191,123,1
"Servicios sociales y de salud (017)",104,,18,58,24,4
"Otras activ. serv.comun.soc y personales (018)",61,2,19,27,12,1
"Hogares privados con servicio doméstico (019)",324,15,145,87,62,15
"Actividad economica no especificada (021)",208,,87,60,47,14
"Desocupado (022)",251,18,94,88,41,10
"Hombres (023)",7459,273,2522,2490,1707,467
"Agric., ganadería, caza y silvicultura (024)",5983,247,2152,1863,1308,413
"Pesca (025)",2,,,1,1,
"Explotación de minas y canteras (026)",1,,,,1,
"Industrias manufactureras (027)",125,2,32,45,33,13
"Suministro de electricidad, gas y agua (028)",9,,,8,1,
"Construcción (029)",99,,20,46,31,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",290,8,68,115,81,18
"Venta, mant.y rep. veh.autom.y motoc. (031)",51,1,17,19,14,
"Comercio al por mayor (032)",19,,4,8,7,
"Comercio al por menor (033)",220,7,47,88,60,18
"Hoteles y restaurantes (034)",22,1,4,10,7,
"Trans., almac. y comunicaciones (035)",236,1,74,105,56,
"Intermediación financiera (036)",4,,2,2,,
"Activid.inmobil., empres. y alquileres (037)",42,,16,12,11,3
"Admin.pub. y defensa; p. segur.soc afil (038)",108,,20,56,31,1
"Enseñanza (039)",190,,17,97,75,1
"Servicios sociales y de salud (040)",36,,7,18,10,1
"Otras activ. serv.comun.soc y personales (041)",39,1,12,20,5,1
