"CUADRO Nº 7: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PADECIMIENTO DE ALGUNA DIFICULTAD O LIMITACIÓN FÍSICA O MENTAL PERMANENTE DE ALGÚN MIEMBRO DEL HOGAR, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISCAPACIDAD FÍSICA O MENTAL",,,,,"NINGUNA PERSONA CON DISCAPACIDAD"
,,"PARA VER, AÚN USANDO LENTES","PARA OÍR, AÚN USANDO AUDÍ-FONOS PARA SORDERA","PARA HABLAR (ENTONAR / VOCALIZAR)","PARA USAR BRAZOS Y MANOS / PIERNAS Y PIES","ALGUNA OTRA DIFICULTAD O LIMITACIÓN",
,,,,,,,
"Provincia OYON",,,,,,,
"Hogares (001)",5283,157,50,53,80,115,4873
"Ocupantes presentes (002)",18829,643,149,235,295,478,17210
"Casa independiente",,,,,,,
"Hogares (004)",4757,147,49,50,76,100,4378
"Ocupantes presentes (005)",17210,601,146,227,278,413,15716
"Departamento en edificio",,,,,,,
"Hogares (007)",27,1,,,,1,26
"Ocupantes presentes (008)",78,3,,,,3,75
"Vivienda en quinta",,,,,,,
"Hogares (010)",120,5,,,1,3,111
"Ocupantes presentes (011)",430,23,,,1,12,394
"Vivienda en casa de vecindad",,,,,,,
"Hogares (013)",135,4,1,,1,3,127
"Ocupantes presentes (014)",491,16,3,,9,20,450
"Choza o cabaña",,,,,,,
"Hogares (016)",237,,,3,2,7,225
"Ocupantes presentes (017)",596,,,8,7,22,559
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Hogares (022)",7,,,,,1,6
"Ocupantes presentes (023)",24,,,,,8,16
"Otro tipo",,,,,,,
,,,,,,,
URBANA,,,,,,,
"Hogares (028)",3532,124,33,29,60,77,3239
"Ocupantes presentes (029)",12942,526,95,125,223,334,11756
"Casa independiente",,,,,,,
"Hogares (031)",3243,114,32,29,58,69,2969
"Ocupantes presentes (032)",11919,484,92,125,213,291,10821
"Departamento en edificio",,,,,,,
"Hogares (034)",27,1,,,,1,26
"Ocupantes presentes (035)",78,3,,,,3,75
"Vivienda en quinta",,,,,,,
"Hogares (037)",120,5,,,1,3,111
"Ocupantes presentes (038)",430,23,,,1,12,394
"Vivienda en casa de vecindad",,,,,,,
"Hogares (040)",135,4,1,,1,3,127
"Ocupantes presentes (041)",491,16,3,,9,20,450
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Hogares (049)",7,,,,,1,6
"Ocupantes presentes (050)",24,,,,,8,16
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Hogares (055)",1751,33,17,24,20,38,1634
"Ocupantes presentes (056)",5887,117,54,110,72,144,5454
"Casa independiente",,,,,,,
"Hogares (058)",1514,33,17,21,18,31,1409
"Ocupantes presentes (059)",5291,117,54,102,65,122,4895
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Hogares (070)",237,,,3,2,7,225
"Ocupantes presentes (071)",596,,,8,7,22,559
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Otro tipo",,,,,,,
