"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia LAMAS (000)",19902,509,9824,5207,1369,449,247,85,4,,2208
"Conviviente (001)",8913,279,4693,2179,560,152,86,28,,,936
"Separado(a) (002)",606,16,287,177,40,21,9,3,,,53
"Casado(a) (003)",7636,146,3809,2172,589,200,118,34,1,,567
"Viudo(a) (004)",1281,35,600,368,60,32,14,14,3,,155
"Divorciado(a) (005)",46,1,18,13,5,2,,,,,7
"Soltero(a) (006)",1420,32,417,298,115,42,20,6,,,490
,,,,,,,,,,,
"URBANA (008)",10310,216,4667,2912,851,288,153,51,2,,1170
"Conviviente (009)",4183,108,2030,1135,318,86,48,15,,,443
"Separado(a) (010)",367,7,161,116,24,18,7,3,,,31
"Casado(a) (011)",4055,67,1864,1199,375,136,76,21,,,317
"Viudo(a) (012)",728,14,328,230,38,17,7,8,2,,84
"Divorciado(a) (013)",30,1,7,11,4,2,,,,,5
"Soltero(a) (014)",947,19,277,221,92,29,15,4,,,290
,,,,,,,,,,,
"RURAL (016)",9592,293,5157,2295,518,161,94,34,2,,1038
"Conviviente (017)",4730,171,2663,1044,242,66,38,13,,,493
"Separado(a) (018)",239,9,126,61,16,3,2,,,,22
"Casado(a) (019)",3581,79,1945,973,214,64,42,13,1,,250
"Viudo(a) (020)",553,21,272,138,22,15,7,6,1,,71
"Divorciado(a) (021)",16,,11,2,1,,,,,,2
"Soltero(a) (022)",473,13,140,77,23,13,5,2,,,200
