"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia OYON (000)",252,75,177
"Sin nivel (001)",15,2,13
"Primaria (003)",45,10,35
"Secundaria (004)",121,42,79
"Superior no univ. incompleta (005)",23,6,17
"Superior no univ. completa (006)",21,8,13
"Superior univ. incompleta (007)",10,4,6
"Superior univ. completa (008)",17,3,14
"De 14 a 29 años (010)",155,63,92
"Sin nivel (011)",4,2,2
"Primaria (013)",16,6,10
"Secundaria (014)",93,37,56
"Superior no univ. incompleta (015)",16,6,10
"Superior no univ. completa (016)",15,7,8
"Superior univ. incompleta (017)",8,4,4
"Superior univ. completa (018)",3,1,2
"De 30 a 44 años (020)",59,10,49
"Sin nivel (021)",3,,3
"Primaria (023)",12,2,10
"Secundaria (024)",23,5,18
"Superior no univ. incompleta (025)",6,,6
"Superior no univ. completa (026)",4,1,3
"Superior univ. incompleta (027)",2,,2
"Superior univ. completa (028)",9,2,7
"De 45 a 64 años (030)",31,2,29
"Sin nivel (031)",4,,4
"Primaria (033)",15,2,13
"Secundaria (034)",5,,5
"Superior no univ. incompleta (035)",1,,1
"Superior no univ. completa (036)",2,,2
"Superior univ. completa (038)",4,,4
"De 65 y más años (040)",7,,7
"Sin nivel (041)",4,,4
"Primaria (043)",2,,2
"Superior univ. completa (048)",1,,1
,,,
"AREA URBANA (050)",166,45,121
"Sin nivel (051)",6,1,5
"Primaria (053)",25,4,21
"Secundaria (054)",81,24,57
"Superior no univ. incompleta (055)",17,6,11
"Superior no univ. completa (056)",13,4,9
"Superior univ. incompleta (057)",9,3,6
"Superior univ. completa (058)",15,3,12
"De 14 a 29 años (060)",97,38,59
"Sin nivel (061)",1,1,
"Primaria (063)",7,3,4
"Secundaria (064)",58,20,38
"Superior no univ. incompleta (065)",13,6,7
"Superior no univ. completa (066)",8,4,4
"Superior univ. incompleta (067)",7,3,4
"Superior univ. completa (068)",3,1,2
"De 30 a 44 años (070)",44,6,38
"Sin nivel (071)",2,,2
"Primaria (073)",5,,5
"Secundaria (074)",19,4,15
"Superior no univ. incompleta (075)",4,,4
"Superior no univ. completa (076)",3,,3
"Superior univ. incompleta (077)",2,,2
"Superior univ. completa (078)",9,2,7
"De 45 a 64 años (080)",21,1,20
"Sin nivel (081)",2,,2
"Primaria (083)",11,1,10
"Secundaria (084)",4,,4
"Superior no univ. completa (086)",2,,2
"Superior univ. completa (088)",2,,2
"De 65 y más años (090)",4,,4
"Sin nivel (091)",1,,1
"Primaria (093)",2,,2
"Superior univ. completa (098)",1,,1
,,,
"AREA RURAL (100)",86,30,56
"Sin nivel (101)",9,1,8
"Primaria (103)",20,6,14
"Secundaria (104)",40,18,22
"Superior no univ. incompleta (105)",6,,6
"Superior no univ. completa (106)",8,4,4
"Superior univ. incompleta (107)",1,1,
"Superior univ. completa (108)",2,,2
"De 14 a 29 años (110)",58,25,33
"Sin nivel (111)",3,1,2
"Primaria (113)",9,3,6
"Secundaria (114)",35,17,18
"Superior no univ. incompleta (115)",3,,3
"Superior no univ. completa (116)",7,3,4
"Superior univ. incompleta (117)",1,1,
"De 30 a 44 años (120)",15,4,11
"Sin nivel (121)",1,,1
"Primaria (123)",7,2,5
"Secundaria (124)",4,1,3
"Superior no univ. incompleta (125)",2,,2
"Superior no univ. completa (126)",1,1,
"De 45 a 64 años (130)",10,1,9
"Sin nivel (131)",2,,2
"Primaria (133)",4,1,3
"Secundaria (134)",1,,1
"Superior no univ. incompleta (135)",1,,1
"Superior univ. completa (138)",2,,2
"De 65 y más años (140)",3,,3
"Sin nivel (141)",3,,3
