"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia HUAYLAS (000)",707,175,532
"Sin nivel (001)",58,9,49
"Educación inicial (002)",2,,2
"Primaria (003)",304,60,244
"Secundaria (004)",216,66,150
"Superior no univ. incompleta (005)",31,9,22
"Superior no univ. completa (006)",46,13,33
"Superior univ. incompleta (007)",17,6,11
"Superior univ. completa (008)",33,12,21
"De 14 a 29 años (010)",398,155,243
"Sin nivel (011)",17,5,12
"Educación inicial (012)",1,,1
"Primaria (013)",164,53,111
"Secundaria (014)",149,62,87
"Superior no univ. incompleta (015)",14,8,6
"Superior no univ. completa (016)",23,11,12
"Superior univ. incompleta (017)",12,6,6
"Superior univ. completa (018)",18,10,8
"De 30 a 44 años (020)",180,19,161
"Sin nivel (021)",18,3,15
"Educación inicial (022)",1,,1
"Primaria (023)",69,7,62
"Secundaria (024)",44,4,40
"Superior no univ. incompleta (025)",12,1,11
"Superior no univ. completa (026)",18,2,16
"Superior univ. incompleta (027)",4,,4
"Superior univ. completa (028)",14,2,12
"De 45 a 64 años (030)",102,1,101
"Sin nivel (031)",12,1,11
"Primaria (033)",57,,57
"Secundaria (034)",23,,23
"Superior no univ. incompleta (035)",5,,5
"Superior no univ. completa (036)",4,,4
"Superior univ. incompleta (037)",1,,1
"De 65 y más años (040)",27,,27
"Sin nivel (041)",11,,11
"Primaria (043)",14,,14
"Superior no univ. completa (046)",1,,1
"Superior univ. completa (048)",1,,1
,,,
"AREA URBANA (050)",367,94,273
"Sin nivel (051)",18,3,15
"Educación inicial (052)",2,,2
"Primaria (053)",99,22,77
"Secundaria (054)",135,35,100
"Superior no univ. incompleta (055)",24,6,18
"Superior no univ. completa (056)",39,10,29
"Superior univ. incompleta (057)",17,6,11
"Superior univ. completa (058)",33,12,21
"De 14 a 29 años (060)",200,81,119
"Sin nivel (061)",8,2,6
"Educación inicial (062)",1,,1
"Primaria (063)",55,19,36
"Secundaria (064)",79,31,48
"Superior no univ. incompleta (065)",9,5,4
"Superior no univ. completa (066)",18,8,10
"Superior univ. incompleta (067)",12,6,6
"Superior univ. completa (068)",18,10,8
"De 30 a 44 años (070)",105,13,92
"Sin nivel (071)",4,1,3
"Educación inicial (072)",1,,1
"Primaria (073)",19,3,16
"Secundaria (074)",36,4,32
"Superior no univ. incompleta (075)",11,1,10
"Superior no univ. completa (076)",16,2,14
"Superior univ. incompleta (077)",4,,4
"Superior univ. completa (078)",14,2,12
"De 45 a 64 años (080)",47,,47
"Sin nivel (081)",2,,2
"Primaria (083)",16,,16
"Secundaria (084)",20,,20
"Superior no univ. incompleta (085)",4,,4
"Superior no univ. completa (086)",4,,4
"Superior univ. incompleta (087)",1,,1
"De 65 y más años (090)",15,,15
"Sin nivel (091)",4,,4
"Primaria (093)",9,,9
"Superior no univ. completa (096)",1,,1
"Superior univ. completa (098)",1,,1
,,,
"AREA RURAL (100)",340,81,259
"Sin nivel (101)",40,6,34
"Primaria (103)",205,38,167
"Secundaria (104)",81,31,50
"Superior no univ. incompleta (105)",7,3,4
"Superior no univ. completa (106)",7,3,4
"De 14 a 29 años (110)",198,74,124
"Sin nivel (111)",9,3,6
"Primaria (113)",109,34,75
"Secundaria (114)",70,31,39
"Superior no univ. incompleta (115)",5,3,2
"Superior no univ. completa (116)",5,3,2
"De 30 a 44 años (120)",75,6,69
"Sin nivel (121)",14,2,12
"Primaria (123)",50,4,46
"Secundaria (124)",8,,8
"Superior no univ. incompleta (125)",1,,1
"Superior no univ. completa (126)",2,,2
"De 45 a 64 años (130)",55,1,54
"Sin nivel (131)",10,1,9
"Primaria (133)",41,,41
"Secundaria (134)",3,,3
"Superior no univ. incompleta (135)",1,,1
"De 65 y más años (140)",12,,12
"Sin nivel (141)",7,,7
"Primaria (143)",5,,5
