"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia HUANCABAMBA (000)",31314,28154,1597,681,882
"Empleado (001)",2941,1155,543,540,703
"Obrero (002)",2567,1950,316,126,175
"Trabajador independiente (003)",18844,18328,516,,
"Empleador o patrono (004)",369,334,26,7,2
"Trabajador familiar no remunerado (005)",6071,5865,196,8,2
"Trabajador del hogar (006)",522,522,,,
"De 06 a 14 años (008)",811,778,31,1,1
"Empleado (009)",11,10,,1,
"Obrero (010)",46,41,4,,1
"Trabajador independiente (011)",140,138,2,,
"Trabajador familiar no remunerado (013)",584,559,25,,
"Trabajador del hogar (014)",30,30,,,
"De 15 a 29 años (016)",10257,9297,568,135,257
"Empleado (017)",797,354,140,98,205
"Obrero (018)",1005,786,135,34,50
"Trabajador independiente (019)",4644,4477,167,,
"Empleador o patrono (020)",93,83,8,1,1
"Trabajador familiar no remunerado (021)",3453,3332,118,2,1
"Trabajador del hogar (022)",265,265,,,
"De 30 a 44 años (024)",9791,8407,599,360,425
"Empleado (025)",1450,522,284,295,349
"Obrero (026)",809,578,99,57,75
"Trabajador independiente (027)",6173,5997,176,,
"Empleador o patrono (028)",129,115,9,4,1
"Trabajador familiar no remunerado (029)",1106,1071,31,4,
"Trabajador del hogar (030)",124,124,,,
"De 45 a 64 años (032)",7887,7182,346,177,182
"Empleado (033)",660,258,118,145,139
"Obrero (034)",568,432,65,29,42
"Trabajador independiente (035)",5738,5601,137,,
"Empleador o patrono (036)",106,98,6,2,
"Trabajador familiar no remunerado (037)",735,713,20,1,1
"Trabajador del hogar (038)",80,80,,,
"De 65 y más años (040)",2568,2490,53,8,17
"Empleado (041)",23,11,1,1,10
"Obrero (042)",139,113,13,6,7
"Trabajador independiente (043)",2149,2115,34,,
"Empleador o patrono (044)",41,38,3,,
"Trabajador familiar no remunerado (045)",193,190,2,1,
"Trabajador del hogar (046)",23,23,,,
,,,,,
"URBANA (048)",5402,3843,552,468,539
"Empleado (049)",1871,671,311,404,485
"Obrero (050)",543,362,72,58,51
"Trabajador independiente (051)",2353,2205,148,,
"Empleador o patrono (052)",32,23,5,3,1
"Trabajador familiar no remunerado (053)",359,338,16,3,2
"Trabajador del hogar (054)",244,244,,,
"De 06 a 14 años (056)",84,81,2,1,
