"CUADRO Nº 2: VIVIENDAS PARTICULARES, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia LAMPA (000)",19929,5651,14278
"Casa independiente (001)",11027,5491,5536
"Departamento en edificio (002)",4,4,
"Vivienda en quinta (003)",9,9,
"Vivienda en casa de vecindad (004)",133,133,
"Choza o cabaña (005)",8737,,8737
"Vivienda improvisada (006)",5,5,
"Local no dest.para hab. humana (007)",11,8,3
"Otro tipo (008)",3,1,2
