"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia MORROPON",,,,,,
"Viviendas particulares (001)",38414,37675,659,72,8,
"Ocupantes presentes (002)",159347,153326,5110,799,112,
"Casa independiente",,,,,,
"Viviendas particulares (004)",37523,36800,647,69,7,
"Ocupantes presentes (005)",155615,149720,5025,770,100,
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",24,23,,,1,
"Ocupantes presentes (008)",94,82,,,12,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",35,35,,,,
"Ocupantes presentes (011)",97,97,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",53,52,1,,,
"Ocupantes presentes (014)",175,171,4,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",745,731,11,3,,
"Ocupantes presentes (017)",3260,3150,81,29,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",18,18,,,,
"Ocupantes presentes (020)",64,64,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",13,13,,,,
"Ocupantes presentes (023)",31,31,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",3,3,,,,
"Ocupantes presentes (026)",11,11,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",22201,21641,495,57,8,
"Ocupantes presentes (029)",91452,86857,3840,643,112,
"Casa independiente",,,,,,
"Viviendas particulares (031)",22058,21500,494,57,7,
"Ocupantes presentes (032)",90986,86407,3836,643,100,
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",24,23,,,1,
"Ocupantes presentes (035)",94,82,,,12,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",35,35,,,,
"Ocupantes presentes (038)",97,97,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",53,52,1,,,
"Ocupantes presentes (041)",175,171,4,,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",18,18,,,,
"Ocupantes presentes (047)",64,64,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",11,11,,,,
"Ocupantes presentes (050)",29,29,,,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",2,2,,,,
"Ocupantes presentes (053)",7,7,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",16213,16034,164,15,,
"Ocupantes presentes (056)",67895,66469,1270,156,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",15465,15300,153,12,,
"Ocupantes presentes (059)",64629,63313,1189,127,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",745,731,11,3,,
"Ocupantes presentes (071)",3260,3150,81,29,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",2,2,,,,
"Ocupantes presentes (077)",2,2,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",1,1,,,,
"Ocupantes presentes (080)",4,4,,,,
