"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia PAITA (000)",39827,98099,89106,,2219,90.8,2.3
"De 12 a 14 años (001)",3603,12,12,,2,100,16.7
"De 15 a 19 años (002)",5633,768,755,213,98.3,27.7,
"De 20 a 24 años (003)",5020,4173,4100,637,98.3,15.3,
"De 25 a 29 años (004)",4848,7790,7620,621,97.8,8,
"De 30 a 34 años (005)",4259,10045,9769,426,97.3,4.2,
"De 35 a 39 años (006)",3756,10955,10491,245,95.8,2.2,
"De 40 a 44 años (007)",3115,10835,10214,64,94.3,0.6,
"De 45 a 49 años (008)",2476,10568,9726,11,92,0.1,
"De 50 y más años (009)",7117,42953,36419,,84.8,,
"PEA (010)",9206,20289,19010,295,93.7,1.5,
"De 12 a 14 años (011)",88,3,3,,100,,
"De 15 a 19 años (012)",823,88,87,12,98.9,13.6,
"De 20 a 24 años (013)",1377,694,677,57,97.6,8.2,
"De 25 a 29 años (014)",1389,1565,1530,84,97.8,5.4,
"De 30 a 34 años (015)",1257,2457,2403,79,97.8,3.2,
"De 35 a 39 años (016)",1228,3131,3036,45,97,1.4,
"De 40 a 44 años (017)",1070,3359,3209,16,95.5,0.5,
"De 45 a 49 años (018)",827,3154,2932,2,93,0.1,
"De 50 y más años (019)",1147,5838,5133,,87.9,,
"Ocupada (020)",8681,19585,18344,272,93.7,1.4,
"De 12 a 14 años (021)",76,3,3,,100,,
"De 15 a 19 años (022)",721,81,80,11,98.8,13.6,
"De 20 a 24 años (023)",1246,644,630,50,97.8,7.8,
"De 25 a 29 años (024)",1296,1484,1452,75,97.8,5.1,
"De 30 a 34 años (025)",1199,2326,2275,75,97.8,3.2,
"De 35 a 39 años (026)",1189,3036,2941,43,96.9,1.4,
"De 40 a 44 años (027)",1029,3235,3089,16,95.5,0.5,
"De 45 a 49 años (028)",804,3069,2855,2,93,0.1,
"De 50 y más años (029)",1121,5707,5019,,87.9,,
"Desocupada (030)",525,704,666,23,94.6,3.3,
"De 12 a 14 años (031)",12,,,,,,
"De 15 a 19 años (032)",102,7,7,1,100,14.3,
"De 20 a 24 años (033)",131,50,47,7,94,14,
"De 25 a 29 años (034)",93,81,78,9,96.3,11.1,
"De 30 a 34 años (035)",58,131,128,4,97.7,3.1,
