"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia CARLOS FERMIN FITZCARRALD",,,,,,,,,
"Viviendas particulares (001)",434,6,,2,37,13,1,4,371
"Ocupantes presentes (002)",1845,28,,6,161,31,3,8,1608
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",416,6,,2,37,,,4,367
"Ocupantes presentes (005)",1803,28,,6,161,,,8,1600
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",15,,,,,13,,,2
"Ocupantes presentes (011)",34,,,,,31,,,3
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",1,,,,,,1,,
"Ocupantes presentes (014)",3,,,,,,3,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",2,,,,,,,,2
"Ocupantes presentes (017)",5,,,,,,,,5
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",38,,,,2,13,1,,22
"Ocupantes presentes (029)",118,,,,12,31,3,,72
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",22,,,,2,,,,20
"Ocupantes presentes (032)",81,,,,12,,,,69
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",15,,,,,13,,,2
"Ocupantes presentes (038)",34,,,,,31,,,3
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",1,,,,,,1,,
"Ocupantes presentes (041)",3,,,,,,3,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",396,6,,2,35,,,4,349
"Ocupantes presentes (056)",1727,28,,6,149,,,8,1536
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",394,6,,2,35,,,4,347
"Ocupantes presentes (059)",1722,28,,6,149,,,8,1531
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",2,,,,,,,,2
"Ocupantes presentes (071)",5,,,,,,,,5
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
