"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia BOLIVAR (000)",4256,601,637,2201,30,682,105
"Sin nivel (001)",477,3,82,282,,90,20
"Educación inicial (002)",7,,,1,1,5,
"Primaria (003)",2205,22,351,1350,15,413,54
"Secundaria (004)",830,90,155,416,6,146,17
"Superior no univ. incompleta (005)",83,25,12,36,2,7,1
"Superior no univ. completa (006)",351,255,22,52,5,12,5
"Superior univ. incompleta (007)",56,37,3,10,,5,1
"Superior univ. completa (008)",247,169,12,54,1,4,7
"Hombres (010)",3456,357,558,1998,28,502,13
"Sin nivel (011)",365,1,57,251,,52,4
"Educación inicial (012)",7,,,1,1,5,
"Primaria (013)",1894,16,310,1240,14,309,5
"Secundaria (014)",704,63,143,373,5,117,3
"Superior no univ. incompleta (015)",65,17,12,30,2,3,1
"Superior no univ. completa (016)",216,139,21,43,5,8,
"Superior univ. incompleta (017)",32,14,3,10,,5,
"Superior univ. completa (018)",173,107,12,50,1,3,
"Mujeres (020)",800,244,79,203,2,180,92
"Sin nivel (021)",112,2,25,31,,38,16
"Primaria (023)",311,6,41,110,1,104,49
"Secundaria (024)",126,27,12,43,1,29,14
"Superior no univ. incompleta (025)",18,8,,6,,4,
"Superior no univ. completa (026)",135,116,1,9,,4,5
"Superior univ. incompleta (027)",24,23,,,,,1
"Superior univ. completa (028)",74,62,,4,,1,7
,,,,,,,
"URBANA (030)",1670,501,277,630,7,182,73
"Sin nivel (031)",85,3,20,33,,18,11
"Educación inicial (032)",2,,,,,2,
"Primaria (033)",598,18,137,318,,87,38
"Secundaria (034)",434,78,94,192,2,56,12
"Superior no univ. incompleta (035)",57,16,6,25,2,7,1
"Superior no univ. completa (036)",257,203,10,30,3,8,3
"Superior univ. incompleta (037)",40,32,3,2,,2,1
"Superior univ. completa (038)",197,151,7,30,,2,7
"Hombres (040)",1172,294,233,527,6,107,5
"Sin nivel (041)",37,1,7,22,,5,2
"Educación inicial (042)",2,,,,,2,
"Primaria (043)",436,12,113,267,,43,1
"Secundaria (044)",355,54,88,165,1,46,1
"Superior no univ. incompleta (045)",42,10,6,20,2,3,1
"Superior no univ. completa (046)",150,110,9,24,3,4,
"Superior univ. incompleta (047)",19,12,3,2,,2,
"Superior univ. completa (048)",131,95,7,27,,2,
"Mujeres (050)",498,207,44,103,1,75,68
"Sin nivel (051)",48,2,13,11,,13,9
"Primaria (053)",162,6,24,51,,44,37
"Secundaria (054)",79,24,6,27,1,10,11
"Superior no univ. incompleta (055)",15,6,,5,,4,
"Superior no univ. completa (056)",107,93,1,6,,4,3
"Superior univ. incompleta (057)",21,20,,,,,1
"Superior univ. completa (058)",66,56,,3,,,7
,,,,,,,
"RURAL (060)",2586,100,360,1571,23,500,32
"Sin nivel (061)",392,,62,249,,72,9
"Educación inicial (062)",5,,,1,1,3,
"Primaria (063)",1607,4,214,1032,15,326,16
"Secundaria (064)",396,12,61,224,4,90,5
"Superior no univ. incompleta (065)",26,9,6,11,,,
"Superior no univ. completa (066)",94,52,12,22,2,4,2
"Superior univ. incompleta (067)",16,5,,8,,3,
"Superior univ. completa (068)",50,18,5,24,1,2,
"Hombres (070)",2284,63,325,1471,22,395,8
"Sin nivel (071)",328,,50,229,,47,2
"Educación inicial (072)",5,,,1,1,3,
"Primaria (073)",1458,4,197,973,14,266,4
"Secundaria (074)",349,9,55,208,4,71,2
"Superior no univ. incompleta (075)",23,7,6,10,,,
"Superior no univ. completa (076)",66,29,12,19,2,4,
"Superior univ. incompleta (077)",13,2,,8,,3,
"Superior univ. completa (078)",42,12,5,23,1,1,
"Mujeres (080)",302,37,35,100,1,105,24
"Sin nivel (081)",64,,12,20,,25,7
"Primaria (083)",149,,17,59,1,60,12
"Secundaria (084)",47,3,6,16,,19,3
"Superior no univ. incompleta (085)",3,2,,1,,,
"Superior no univ. completa (086)",28,23,,3,,,2
"Superior univ. incompleta (087)",3,3,,,,,
"Superior univ. completa (088)",8,6,,1,,1,
