"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia CANDARAVE (000)",2443,21,72,195,347,539,666,603
"De 12 a 14 años (001)",2,,,,,,,2
"De 15 a 19 años (002)",53,,,,,,37,16
"De 20 a 24 años (003)",205,,,,,3,115,87
"De 25 a 29 años (004)",263,,,,,18,161,84
"De 30 a 34 años (005)",308,,,,,72,156,80
"De 35 a 39 años (006)",275,,,,5,121,106,43
"De 40 a 44 años (007)",251,,,,30,125,60,36
"De 45 a 49 años (008)",219,,,1,69,95,25,29
"De 50 y más años (009)",867,21,72,194,243,105,6,226
"PEA (010)",1298,5,28,89,203,323,338,312
"De 15 a 19 años (012)",22,,,,,,13,9
"De 20 a 24 años (013)",113,,,,,1,57,55
"De 25 a 29 años (014)",138,,,,,11,80,47
"De 30 a 34 años (015)",163,,,,,35,79,49
"De 35 a 39 años (016)",154,,,,4,70,57,23
"De 40 a 44 años (017)",155,,,,19,82,34,20
"De 45 a 49 años (018)",132,,,1,45,56,13,17
"De 50 y más años (019)",421,5,28,88,135,68,5,92
"Ocupada (020)",1274,5,28,89,201,313,332,306
"De 15 a 19 años (022)",22,,,,,,13,9
"De 20 a 24 años (023)",110,,,,,1,56,53
"De 25 a 29 años (024)",136,,,,,11,79,46
"De 30 a 34 años (025)",158,,,,,33,77,48
"De 35 a 39 años (026)",153,,,,4,70,57,22
"De 40 a 44 años (027)",150,,,,18,79,33,20
"De 45 a 49 años (028)",129,,,1,45,55,12,16
"De 50 y más años (029)",416,5,28,88,134,64,5,92
"Desocupada (030)",24,,,,2,10,6,6
"De 20 a 24 años (033)",3,,,,,,1,2
"De 25 a 29 años (034)",2,,,,,,1,1
"De 30 a 34 años (035)",5,,,,,2,2,1
"De 35 a 39 años (036)",1,,,,,,,1
"De 40 a 44 años (037)",5,,,,1,3,1,
"De 45 a 49 años (038)",3,,,,,1,1,1
"De 50 y más años (039)",5,,,,1,4,,
"No PEA (040)",1145,16,44,106,144,216,328,291
"De 12 a 14 años (041)",2,,,,,,,2
"De 15 a 19 años (042)",31,,,,,,24,7
"De 20 a 24 años (043)",92,,,,,2,58,32
"De 25 a 29 años (044)",125,,,,,7,81,37
"De 30 a 34 años (045)",145,,,,,37,77,31
"De 35 a 39 años (046)",121,,,,1,51,49,20
"De 40 a 44 años (047)",96,,,,11,43,26,16
"De 45 a 49 años (048)",87,,,,24,39,12,12
"De 50 y más años (049)",446,16,44,106,108,37,1,134
,,,,,,,,
"URBANA (060)",1657,15,54,138,245,351,428,426
"De 15 a 19 años (062)",33,,,,,,22,11
"De 20 a 24 años (063)",142,,,,,2,79,61
