"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia FERREÑAFE (000)",96142,2103,32068,24128,17718,14204,5921
"Hombres (001)",47669,1062,16388,11957,8273,6990,2999
"Mujeres (002)",48473,1041,15680,12171,9445,7214,2922
"Viviendas particulares (003)",95816,2095,32024,24031,17620,14136,5910
"Hombres (004)",47494,1058,16370,11925,8207,6939,2995
"Mujeres (005)",48322,1037,15654,12106,9413,7197,2915
"Viviendas colectivas (006)",225,6,32,74,67,39,7
"Hombres (007)",116,3,12,20,50,29,2
"Mujeres (008)",109,3,20,54,17,10,5
"Otro tipo (009)",101,2,12,23,31,29,4
"Hombres (010)",59,1,6,12,16,22,2
"Mujeres (011)",42,1,6,11,15,7,2
,,,,,,,
"URBANA (012)",51661,978,15083,13278,10273,8425,3624
"Hombres (013)",25287,491,7720,6481,4633,4132,1830
"Mujeres (014)",26374,487,7363,6797,5640,4293,1794
"Viviendas particulares (015)",51338,970,15039,13183,10175,8358,3613
"Hombres (016)",25115,487,7702,6451,4567,4082,1826
"Mujeres (017)",26223,483,7337,6732,5608,4276,1787
"Viviendas colectivas (018)",222,6,32,72,67,38,7
"Hombres (019)",113,3,12,18,50,28,2
"Mujeres (020)",109,3,20,54,17,10,5
"Otro tipo (021)",101,2,12,23,31,29,4
"Hombres (022)",59,1,6,12,16,22,2
"Mujeres (023)",42,1,6,11,15,7,2
,,,,,,,
"RURAL (024)",44481,1125,16985,10850,7445,5779,2297
"Hombres (025)",22382,571,8668,5476,3640,2858,1169
"Mujeres (026)",22099,554,8317,5374,3805,2921,1128
"Viviendas particulares (027)",44478,1125,16985,10848,7445,5778,2297
"Hombres (028)",22379,571,8668,5474,3640,2857,1169
"Mujeres (029)",22099,554,8317,5374,3805,2921,1128
"Viviendas colectivas (030)",3,,,2,,1,
"Hombres (031)",3,,,2,,1,
