"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CHUPACA (000)",50902,812,15361,13066,9070,7957,4636
"Jefe o Jefa (001)",12882,,25,1325,4007,4696,2829
"Esposa(o) / compañera(o) (002)",7431,,14,1280,2766,2486,885
"Hijo(a) / hijastro(a) (003)",22664,465,11801,8457,1582,350,9
"Yerno / nuera (004)",856,,9,514,296,35,2
"Nieto(a) (005)",3491,304,2607,550,29,1,
"Padres / suegros (006)",748,,,,4,109,635
"Otro(a) pariente (007)",2338,43,822,732,294,217,230
"Trabajador(a) del hogar (008)",49,,3,23,10,9,4
"Pensionistas (009)",9,,,6,,,3
"Otro(a) no pariente (010)",434,,80,179,82,54,39
"Hombres (011)",24155,409,7778,6447,3942,3538,2041
"Jefe o Jefa (012)",8428,,8,906,2716,3077,1721
"Esposa(o) / compañera(o) (013)",454,,7,120,157,130,40
"Hijo(a) / hijastro(a) (014)",11392,239,5916,4410,672,150,5
"Yerno / nuera (015)",438,,5,221,184,26,2
"Nieto(a) (016)",1819,154,1346,301,18,,
"Padres / suegros (017)",190,,,,2,20,168
"Otro(a) pariente (018)",1181,16,445,378,152,109,81
"Trabajador(a) del hogar (019)",7,,1,3,1,2,
"Pensionistas (020)",5,,,4,,,1
"Otro(a) no pariente (021)",241,,50,104,40,24,23
"Mujeres (022)",26747,403,7583,6619,5128,4419,2595
"Jefe o Jefa (023)",4454,,17,419,1291,1619,1108
"Esposa(o) / compañera(o) (024)",6977,,7,1160,2609,2356,845
"Hijo(a) / hijastro(a) (025)",11272,226,5885,4047,910,200,4
"Yerno / nuera (026)",418,,4,293,112,9,
"Nieto(a) (027)",1672,150,1261,249,11,1,
"Padres / suegros (028)",558,,,,2,89,467
"Otro(a) pariente (029)",1157,27,377,354,142,108,149
"Trabajador(a) del hogar (030)",42,,2,20,9,7,4
"Pensionistas (031)",4,,,2,,,2
"Otro(a) no pariente (032)",193,,30,75,42,30,16
,,,,,,,
"URBANA (033)",30381,491,8790,7986,5670,4754,2690
"Jefe o Jefa (034)",7680,,17,786,2467,2793,1617
"Esposa(o) / compañera(o) (035)",4457,,8,767,1700,1483,499
"Hijo(a) / hijastro(a) (036)",13213,274,6618,5093,1003,220,5
"Yerno / nuera (037)",562,,7,325,210,18,2
"Nieto(a) (038)",2138,191,1582,342,23,,
"Padres / suegros (039)",463,,,,4,66,393
"Otro(a) pariente (040)",1497,26,492,515,195,129,140
"Trabajador(a) del hogar (041)",37,,3,19,8,4,3
"Pensionistas (042)",5,,,2,,,3
"Otro(a) no pariente (043)",329,,63,137,60,41,28
"Hombres (044)",14382,247,4501,3878,2449,2138,1169
"Jefe o Jefa (045)",4987,,4,519,1645,1851,968
"Esposa(o) / compañera(o) (046)",319,,3,91,112,86,27
"Hijo(a) / hijastro(a) (047)",6625,142,3344,2620,423,92,4
"Yerno / nuera (048)",277,,3,134,122,16,2
"Nieto(a) (049)",1120,95,832,179,14,,
"Padres / suegros (050)",121,,,,2,12,107
"Otro(a) pariente (051)",749,10,272,255,106,64,42
"Trabajador(a) del hogar (052)",5,,1,3,1,,
"Pensionistas (053)",2,,,1,,,1
"Otro(a) no pariente (054)",177,,42,76,24,17,18
"Mujeres (055)",15999,244,4289,4108,3221,2616,1521
"Jefe o Jefa (056)",2693,,13,267,822,942,649
"Esposa(o) / compañera(o) (057)",4138,,5,676,1588,1397,472
"Hijo(a) / hijastro(a) (058)",6588,132,3274,2473,580,128,1
"Yerno / nuera (059)",285,,4,191,88,2,
"Nieto(a) (060)",1018,96,750,163,9,,
"Padres / suegros (061)",342,,,,2,54,286
"Otro(a) pariente (062)",748,16,220,260,89,65,98
"Trabajador(a) del hogar (063)",32,,2,16,7,4,3
"Pensionistas (064)",3,,,1,,,2
"Otro(a) no pariente (065)",152,,21,61,36,24,10
,,,,,,,
"RURAL (066)",20521,321,6571,5080,3400,3203,1946
"Jefe o Jefa (067)",5202,,8,539,1540,1903,1212
"Esposa(o) / compañera(o) (068)",2974,,6,513,1066,1003,386
"Hijo(a) / hijastro(a) (069)",9451,191,5183,3364,579,130,4
"Yerno / nuera (070)",294,,2,189,86,17,
"Nieto(a) (071)",1353,113,1025,208,6,1,
"Padres / suegros (072)",285,,,,,43,242
"Otro(a) pariente (073)",841,17,330,217,99,88,90
"Trabajador(a) del hogar (074)",12,,,4,2,5,1
"Pensionistas (075)",4,,,4,,,
"Otro(a) no pariente (076)",105,,17,42,22,13,11
"Hombres (077)",9773,162,3277,2569,1493,1400,872
"Jefe o Jefa (078)",3441,,4,387,1071,1226,753
"Esposa(o) / compañera(o) (079)",135,,4,29,45,44,13
"Hijo(a) / hijastro(a) (080)",4767,97,2572,1790,249,58,1
"Yerno / nuera (081)",161,,2,87,62,10,
"Nieto(a) (082)",699,59,514,122,4,,
"Padres / suegros (083)",69,,,,,8,61
"Otro(a) pariente (084)",432,6,173,123,46,45,39
"Trabajador(a) del hogar (085)",2,,,,,2,
"Pensionistas (086)",3,,,3,,,
"Otro(a) no pariente (087)",64,,8,28,16,7,5
"Mujeres (088)",10748,159,3294,2511,1907,1803,1074
"Jefe o Jefa (089)",1761,,4,152,469,677,459
"Esposa(o) / compañera(o) (090)",2839,,2,484,1021,959,373
"Hijo(a) / hijastro(a) (091)",4684,94,2611,1574,330,72,3
"Yerno / nuera (092)",133,,,102,24,7,
"Nieto(a) (093)",654,54,511,86,2,1,
"Padres / suegros (094)",216,,,,,35,181
"Otro(a) pariente (095)",409,11,157,94,53,43,51
"Trabajador(a) del hogar (096)",10,,,4,2,3,1
"Pensionistas (097)",1,,,1,,,
"Otro(a) no pariente (098)",41,,9,14,6,6,6
