"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia SANTA CRUZ (000)",43553,713,14452,9771,7869,6631,4117
"Jefe o Jefa (001)",10960,,14,1234,3416,3625,2671
"Esposa(o) / compañera(o) (002)",7217,,13,1420,2636,2255,893
"Hijo(a) / hijastro(a) (003)",18298,486,10942,5351,1186,318,15
"Yerno / nuera (004)",558,,10,328,172,41,7
"Nieto(a) (005)",2869,155,2218,456,36,4,
"Padres / suegros (006)",383,,,1,4,57,321
"Otro(a) pariente (007)",2792,67,1200,742,322,278,183
"Trabajador(a) del hogar (008)",87,,5,61,13,6,2
"Pensionistas (009)",35,,2,16,10,6,1
"Otro(a) no pariente (010)",354,5,48,162,74,41,24
"Hombres (011)",21797,360,7423,5082,3764,3134,2034
"Jefe o Jefa (012)",8424,,9,991,2823,2774,1827
"Esposa(o) / compañera(o) (013)",223,,8,49,78,63,25
"Hijo(a) / hijastro(a) (014)",9806,242,5657,3205,563,130,9
"Yerno / nuera (015)",221,,3,87,97,28,6
"Nieto(a) (016)",1477,90,1108,258,20,1,
"Padres / suegros (017)",102,,,1,1,14,86
"Otro(a) pariente (018)",1350,27,617,399,140,100,67
"Trabajador(a) del hogar (019)",8,,,6,1,1,
"Pensionistas (020)",27,,1,13,7,5,1
"Otro(a) no pariente (021)",159,1,20,73,34,18,13
"Mujeres (022)",21756,353,7029,4689,4105,3497,2083
"Jefe o Jefa (023)",2536,,5,243,593,851,844
"Esposa(o) / compañera(o) (024)",6994,,5,1371,2558,2192,868
"Hijo(a) / hijastro(a) (025)",8492,244,5285,2146,623,188,6
"Yerno / nuera (026)",337,,7,241,75,13,1
"Nieto(a) (027)",1392,65,1110,198,16,3,
"Padres / suegros (028)",281,,,,3,43,235
"Otro(a) pariente (029)",1442,40,583,343,182,178,116
"Trabajador(a) del hogar (030)",79,,5,55,12,5,2
"Pensionistas (031)",8,,1,3,3,1,
"Otro(a) no pariente (032)",195,4,28,89,40,23,11
,,,,,,,
"URBANA (033)",8890,145,2708,2010,1919,1363,745
"Jefe o Jefa (034)",2362,,7,293,847,760,455
"Esposa(o) / compañera(o) (035)",1413,,2,263,594,406,148
"Hijo(a) / hijastro(a) (036)",3416,96,2065,924,272,53,6
"Yerno / nuera (037)",128,,2,65,43,14,4
"Nieto(a) (038)",535,42,414,70,6,3,
"Padres / suegros (039)",107,,,,2,23,82
"Otro(a) pariente (040)",614,5,190,219,82,77,41
"Trabajador(a) del hogar (041)",61,,2,45,10,3,1
"Pensionistas (042)",29,,1,14,7,6,1
"Otro(a) no pariente (043)",225,2,25,117,56,18,7
"Hombres (044)",4351,74,1380,954,902,676,365
"Jefe o Jefa (045)",1713,,4,193,645,561,310
"Esposa(o) / compañera(o) (046)",83,,2,24,24,26,7
"Hijo(a) / hijastro(a) (047)",1768,46,1069,508,120,22,3
"Yerno / nuera (048)",64,,,22,28,11,3
"Nieto(a) (049)",265,25,200,34,5,1,
"Padres / suegros (050)",27,,,,1,5,21
"Otro(a) pariente (051)",315,3,96,109,51,40,16
"Trabajador(a) del hogar (052)",5,,,4,1,,
"Pensionistas (053)",21,,,11,4,5,1
"Otro(a) no pariente (054)",90,,9,49,23,5,4
"Mujeres (055)",4539,71,1328,1056,1017,687,380
"Jefe o Jefa (056)",649,,3,100,202,199,145
"Esposa(o) / compañera(o) (057)",1330,,,239,570,380,141
"Hijo(a) / hijastro(a) (058)",1648,50,996,416,152,31,3
"Yerno / nuera (059)",64,,2,43,15,3,1
"Nieto(a) (060)",270,17,214,36,1,2,
"Padres / suegros (061)",80,,,,1,18,61
"Otro(a) pariente (062)",299,2,94,110,31,37,25
"Trabajador(a) del hogar (063)",56,,2,41,9,3,1
"Pensionistas (064)",8,,1,3,3,1,
"Otro(a) no pariente (065)",135,2,16,68,33,13,3
,,,,,,,
"RURAL (066)",34663,568,11744,7761,5950,5268,3372
"Jefe o Jefa (067)",8598,,7,941,2569,2865,2216
"Esposa(o) / compañera(o) (068)",5804,,11,1157,2042,1849,745
"Hijo(a) / hijastro(a) (069)",14882,390,8877,4427,914,265,9
"Yerno / nuera (070)",430,,8,263,129,27,3
"Nieto(a) (071)",2334,113,1804,386,30,1,
"Padres / suegros (072)",276,,,1,2,34,239
"Otro(a) pariente (073)",2178,62,1010,523,240,201,142
"Trabajador(a) del hogar (074)",26,,3,16,3,3,1
"Pensionistas (075)",6,,1,2,3,,
"Otro(a) no pariente (076)",129,3,23,45,18,23,17
"Hombres (077)",17446,286,6043,4128,2862,2458,1669
"Jefe o Jefa (078)",6711,,5,798,2178,2213,1517
"Esposa(o) / compañera(o) (079)",140,,6,25,54,37,18
"Hijo(a) / hijastro(a) (080)",8038,196,4588,2697,443,108,6
"Yerno / nuera (081)",157,,3,65,69,17,3
"Nieto(a) (082)",1212,65,908,224,15,,
"Padres / suegros (083)",75,,,1,,9,65
"Otro(a) pariente (084)",1035,24,521,290,89,60,51
"Trabajador(a) del hogar (085)",3,,,2,,1,
"Pensionistas (086)",6,,1,2,3,,
"Otro(a) no pariente (087)",69,1,11,24,11,13,9
"Mujeres (088)",17217,282,5701,3633,3088,2810,1703
"Jefe o Jefa (089)",1887,,2,143,391,652,699
"Esposa(o) / compañera(o) (090)",5664,,5,1132,1988,1812,727
"Hijo(a) / hijastro(a) (091)",6844,194,4289,1730,471,157,3
"Yerno / nuera (092)",273,,5,198,60,10,
"Nieto(a) (093)",1122,48,896,162,15,1,
"Padres / suegros (094)",201,,,,2,25,174
"Otro(a) pariente (095)",1143,38,489,233,151,141,91
"Trabajador(a) del hogar (096)",23,,3,14,3,2,1
"Otro(a) no pariente (098)",60,2,12,21,7,10,8
