"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia ASUNCION",,,,,,,,,
"Viviendas particulares (001)",1285,8,13,8,49,15,1,2,1189
"Ocupantes presentes (002)",5212,38,57,43,224,66,5,4,4775
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",1280,8,13,6,49,15,1,2,1186
"Ocupantes presentes (005)",5189,38,57,34,224,66,5,4,4761
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",4,,,2,,,,,2
"Ocupantes presentes (014)",14,,,9,,,,,5
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,,,,,,,,1
"Ocupantes presentes (020)",9,,,,,,,,9
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",420,6,5,7,31,13,1,1,356
"Ocupantes presentes (029)",1820,31,27,34,143,59,5,3,1518
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",415,6,5,5,31,13,1,1,353
"Ocupantes presentes (032)",1797,31,27,25,143,59,5,3,1504
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",4,,,2,,,,,2
"Ocupantes presentes (041)",14,,,9,,,,,5
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,,,,,,,,1
"Ocupantes presentes (047)",9,,,,,,,,9
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",865,2,8,1,18,2,,1,833
"Ocupantes presentes (056)",3392,7,30,9,81,7,,1,3257
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",865,2,8,1,18,2,,1,833
"Ocupantes presentes (059)",3392,7,30,9,81,7,,1,3257
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
