"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia PACASMAYO (000)",31502,19847,4711,3845,3099
"Sin nivel (001)",1757,1114,304,243,96
"Educación inicial (002)",31,19,5,5,2
"Primaria (003)",7514,5135,1221,799,359
"Secundaria (004)",10806,7264,1611,1099,832
"Superior no univ. incompleta (005)",2304,1534,312,232,226
"Superior no univ. completa (006)",4904,2623,689,767,825
"Superior univ. incompleta (007)",1176,734,158,147,137
"Superior univ. completa (008)",3010,1424,411,553,622
"De 06 a 14 años (010)",356,244,61,39,12
"Sin nivel (011)",16,9,5,2,
"Educación inicial (012)",2,2,,,
"Primaria (013)",192,126,36,22,8
"Secundaria (014)",146,107,20,15,4
"De 15 a 29 años (020)",9262,5670,1583,1164,845
"Sin nivel (021)",233,126,47,49,11
"Educación inicial (022)",21,12,3,4,2
"Primaria (023)",1616,960,313,247,96
"Secundaria (024)",3985,2578,700,453,254
"Superior no univ. incompleta (025)",906,604,139,90,73
"Superior no univ. completa (026)",1423,800,229,169,225
"Superior univ. incompleta (027)",437,295,57,47,38
"Superior univ. completa (028)",641,295,95,105,146
"De 30 a 44 años (030)",11687,7065,1769,1571,1282
"Sin nivel (031)",605,390,106,80,29
"Educación inicial (032)",8,5,2,1,
"Primaria (033)",2274,1518,395,260,101
"Secundaria (034)",3830,2578,558,376,318
"Superior no univ. incompleta (035)",904,577,119,98,110
"Superior no univ. completa (036)",2320,1177,325,428,390
"Superior univ. incompleta (037)",407,227,61,57,62
"Superior univ. completa (038)",1339,593,203,271,272
"De 45 a 64 años (040)",8767,5734,1162,983,888
"Sin nivel (041)",659,415,112,86,46
"Primaria (043)",2776,1989,412,239,136
"Secundaria (044)",2589,1794,319,237,239
"Superior no univ. incompleta (045)",460,328,49,42,41
"Superior no univ. completa (046)",1070,569,130,166,205
"Superior univ. incompleta (047)",290,182,34,41,33
"Superior univ. completa (048)",923,457,106,172,188
"De 65 y más años (050)",1430,1134,136,88,72
"Sin nivel (051)",244,174,34,26,10
"Primaria (053)",656,542,65,31,18
"Secundaria (054)",256,207,14,18,17
"Superior no univ. incompleta (055)",34,25,5,2,2
"Superior no univ. completa (056)",91,77,5,4,5
"Superior univ. incompleta (057)",42,30,6,2,4
