"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia ANTA (000)",16395,1685,1926,9849,359,2402,174
"Sin nivel (001)",1899,18,127,1291,29,414,20
"Educación inicial (002)",8,,2,3,,3,
"Primaria (003)",5837,122,586,4037,135,902,55
"Secundaria (004)",6387,542,1040,3624,142,956,83
"Superior no univ. incompleta (005)",650,209,66,308,14,45,8
"Superior no univ. completa (006)",710,336,48,262,16,44,4
"Superior univ. incompleta (007)",338,117,36,155,7,21,2
"Superior univ. completa (008)",566,341,21,169,16,17,2
"Hombres (010)",12033,1041,1760,7606,312,1284,30
"Sin nivel (011)",1114,3,99,874,23,112,3
"Educación inicial (012)",5,,2,2,,1,
"Primaria (013)",4461,72,528,3299,118,437,7
"Secundaria (014)",5007,376,970,2857,128,660,16
"Superior no univ. incompleta (015)",430,142,63,184,13,26,2
"Superior no univ. completa (016)",424,171,42,175,11,24,1
"Superior univ. incompleta (017)",226,75,35,94,7,14,1
"Superior univ. completa (018)",366,202,21,121,12,10,
"Mujeres (020)",4362,644,166,2243,47,1118,144
"Sin nivel (021)",785,15,28,417,6,302,17
"Educación inicial (022)",3,,,1,,2,
"Primaria (023)",1376,50,58,738,17,465,48
"Secundaria (024)",1380,166,70,767,14,296,67
"Superior no univ. incompleta (025)",220,67,3,124,1,19,6
"Superior no univ. completa (026)",286,165,6,87,5,20,3
"Superior univ. incompleta (027)",112,42,1,61,,7,1
"Superior univ. completa (028)",200,139,,48,4,7,2
,,,,,,,
"URBANA (030)",6199,1117,868,3431,134,566,83
"Sin nivel (031)",399,11,40,273,7,56,12
"Educación inicial (032)",6,,1,3,,2,
"Primaria (033)",1592,66,241,1043,40,179,23
"Secundaria (034)",2638,314,464,1498,53,267,42
"Superior no univ. incompleta (035)",444,138,49,219,10,24,4
"Superior no univ. completa (036)",479,235,30,182,10,21,1
"Superior univ. incompleta (037)",233,92,25,106,1,8,1
"Superior univ. completa (038)",408,261,18,107,13,9,
"Hombres (040)",4004,686,793,2126,102,282,15
"Sin nivel (041)",156,2,29,108,4,11,2
"Educación inicial (042)",3,,1,2,,,
"Primaria (043)",1014,36,211,652,30,79,6
"Secundaria (044)",1846,208,438,996,42,157,5
"Superior no univ. incompleta (045)",295,99,47,125,9,14,1
"Superior no univ. completa (046)",277,120,25,114,7,11,
"Superior univ. incompleta (047)",152,61,24,60,1,5,1
"Superior univ. completa (048)",261,160,18,69,9,5,
"Mujeres (050)",2195,431,75,1305,32,284,68
"Sin nivel (051)",243,9,11,165,3,45,10
"Educación inicial (052)",3,,,1,,2,
"Primaria (053)",578,30,30,391,10,100,17
"Secundaria (054)",792,106,26,502,11,110,37
"Superior no univ. incompleta (055)",149,39,2,94,1,10,3
"Superior no univ. completa (056)",202,115,5,68,3,10,1
"Superior univ. incompleta (057)",81,31,1,46,,3,
"Superior univ. completa (058)",147,101,,38,4,4,
,,,,,,,
"RURAL (060)",10196,568,1058,6418,225,1836,91
"Sin nivel (061)",1500,7,87,1018,22,358,8
"Educación inicial (062)",2,,1,,,1,
"Primaria (063)",4245,56,345,2994,95,723,32
"Secundaria (064)",3749,228,576,2126,89,689,41
"Superior no univ. incompleta (065)",206,71,17,89,4,21,4
"Superior no univ. completa (066)",231,101,18,80,6,23,3
"Superior univ. incompleta (067)",105,25,11,49,6,13,1
"Superior univ. completa (068)",158,80,3,62,3,8,2
"Hombres (070)",8029,355,967,5480,210,1002,15
"Sin nivel (071)",958,1,70,766,19,101,1
"Educación inicial (072)",2,,1,,,1,
"Primaria (073)",3447,36,317,2647,88,358,1
"Secundaria (074)",3161,168,532,1861,86,503,11
"Superior no univ. incompleta (075)",135,43,16,59,4,12,1
"Superior no univ. completa (076)",147,51,17,61,4,13,1
"Superior univ. incompleta (077)",74,14,11,34,6,9,
"Superior univ. completa (078)",105,42,3,52,3,5,
"Mujeres (080)",2167,213,91,938,15,834,76
"Sin nivel (081)",542,6,17,252,3,257,7
"Primaria (083)",798,20,28,347,7,365,31
"Secundaria (084)",588,60,44,265,3,186,30
"Superior no univ. incompleta (085)",71,28,1,30,,9,3
"Superior no univ. completa (086)",84,50,1,19,2,10,2
"Superior univ. incompleta (087)",31,11,,15,,4,1
"Superior univ. completa (088)",53,38,,10,,3,2
