"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia BONGARA (000)",10037,216,3324,3495,2315,687
"Agric., ganadería, caza y silvicultura (001)",5972,181,2017,1815,1418,541
"Pesca (002)",9,1,4,4,,
"Explotación de minas y canteras (003)",67,1,29,29,8,
"Industrias manufactureras (004)",274,6,82,107,65,14
"Suministro de electricidad, gas y agua (005)",6,,3,2,1,
"Construcción (006)",414,5,139,183,81,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1069,15,292,411,288,63
"Venta, mant.y rep. veh.autom.y motoc. (008)",75,,29,30,14,2
"Comercio al por mayor (009)",58,,21,23,11,3
"Comercio al por menor (010)",936,15,242,358,263,58
"Hoteles y restaurantes (011)",199,3,67,76,44,9
"Trans., almac. y comunicaciones (012)",439,,188,163,82,6
"Intermediación financiera (013)",5,,3,1,1,
"Activid.inmobil., empres. y alquileres (014)",181,,71,72,36,2
"Admin.pub. y defensa; p. segur.soc.afil (015)",246,,72,119,51,4
"Enseñanza (016)",425,,62,261,100,2
"Servicios sociales y de salud (017)",110,,33,58,19,
"Otras activ. serv.comun.soc y personales (018)",120,,45,47,25,3
"Hogares privados con servicio doméstico (019)",181,3,99,38,34,7
"Actividad economica no especificada (021)",320,1,118,109,62,30
"Hombres (022)",7505,173,2573,2528,1716,515
"Agric., ganadería, caza y silvicultura (023)",5045,152,1783,1518,1155,437
"Pesca (024)",9,1,4,4,,
"Explotación de minas y canteras (025)",60,1,24,27,8,
"Industrias manufactureras (026)",206,5,68,77,45,11
"Suministro de electricidad, gas y agua (027)",6,,3,2,1,
"Construcción (028)",406,5,134,181,80,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",558,8,164,192,164,30
"Venta, mant.y rep. veh.autom.y motoc. (030)",73,,28,30,13,2
"Comercio al por mayor (031)",35,,11,14,8,2
"Comercio al por menor (032)",450,8,125,148,143,26
"Hoteles y restaurantes (033)",36,,9,14,8,5
"Trans., almac. y comunicaciones (034)",423,,176,160,81,6
"Intermediación financiera (035)",3,,1,1,1,
"Activid.inmobil., empres. y alquileres (036)",145,,50,62,31,2
"Admin.pub. y defensa; p. segur.soc.afil (037)",185,,45,89,47,4
"Enseñanza (038)",172,,14,107,49,2
"Servicios sociales y de salud (039)",50,,13,27,10,
"Otras activ. serv.comun.soc y personales (040)",79,,28,30,18,3
"Hogares privados con servicio doméstico (041)",2,,1,,1,
