"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia PARURO",,,,,,,,,
"Viviendas particulares (001)",8302,2564,2878,1367,864,297,159,59,114
"Ocupantes presentes (002)",30753,8294,10968,5570,3380,1194,648,241,458
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",7412,2267,2562,1180,799,272,159,59,114
"Ocupantes presentes (005)",27092,7274,9583,4705,3093,1090,648,241,458
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",22,9,3,9,1,,,,
"Ocupantes presentes (014)",68,24,15,22,7,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",859,283,313,174,64,25,,,
"Ocupantes presentes (017)",3572,988,1370,830,280,104,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",7,3,,4,,,,,
"Ocupantes presentes (023)",18,5,,13,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",2,2,,,,,,,
"Ocupantes presentes (026)",3,3,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2987,680,872,527,487,168,118,42,93
"Ocupantes presentes (029)",10445,2079,3080,1966,1729,620,436,164,371
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2959,669,869,514,486,168,118,42,93
"Ocupantes presentes (032)",10362,2053,3065,1931,1722,620,436,164,371
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",22,9,3,9,1,,,,
"Ocupantes presentes (041)",68,24,15,22,7,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",5,1,,4,,,,,
"Ocupantes presentes (050)",14,1,,13,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",1,1,,,,,,,
"Ocupantes presentes (053)",1,1,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",5315,1884,2006,840,377,129,41,17,21
"Ocupantes presentes (056)",20308,6215,7888,3604,1651,574,212,77,87
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",4453,1598,1693,666,313,104,41,17,21
"Ocupantes presentes (059)",16730,5221,6518,2774,1371,470,212,77,87
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",859,283,313,174,64,25,,,
"Ocupantes presentes (071)",3572,988,1370,830,280,104,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",2,2,,,,,,,
"Ocupantes presentes (077)",4,4,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,1,,,,,,,
"Ocupantes presentes (080)",2,2,,,,,,,
