"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CHACHAPOYAS (000)",37325,6974,6254,1412,22813
"Conviviente (001)",7892,1403,1092,231,5188
"Separado(a) (002)",721,127,127,27,442
"Casado(a) (003)",12199,1607,2846,650,7155
"Viudo(a) (004)",1664,250,208,57,1152
"Divorciado(a) (005)",110,12,34,13,52
"Soltero(a) (006)",14739,3575,1947,434,8824
"Hombres (008)",18162,2829,2791,854,11751
"Conviviente (009)",3880,470,504,166,2748
"Separado(a) (010)",184,19,25,12,128
"Casado(a) (011)",6018,612,1345,407,3686
"Viudo(a) (012)",358,37,42,9,270
"Divorciado(a) (013)",46,1,9,12,25
"Soltero(a) (014)",7676,1690,866,248,4894
"Mujeres (016)",19163,4145,3463,558,11062
"Conviviente (017)",4012,933,588,65,2440
"Separado(a) (018)",537,108,102,15,314
"Casado(a) (019)",6181,995,1501,243,3469
"Viudo(a) (020)",1306,213,166,48,882
"Divorciado(a) (021)",64,11,25,1,27
"Soltero(a) (022)",7063,1885,1081,186,3930
,,,,,
"URBANA (024)",26440,4054,5842,1315,15356
"Conviviente (025)",5379,732,998,208,3462
"Separado(a) (026)",583,97,125,27,336
"Casado(a) (027)",8332,839,2651,608,4293
"Viudo(a) (028)",1090,137,195,54,707
"Divorciado(a) (029)",91,7,32,11,42
"Soltero(a) (030)",10965,2242,1841,407,6516
"Hombres (032)",12526,1555,2578,779,7677
"Conviviente (033)",2631,211,463,145,1820
"Separado(a) (034)",130,14,24,12,80
"Casado(a) (035)",4092,306,1243,379,2196
"Viudo(a) (036)",213,19,38,8,148
"Divorciado(a) (037)",38,,7,10,22
"Soltero(a) (038)",5422,1005,803,225,3411
"Mujeres (040)",13914,2499,3264,536,7679
"Conviviente (041)",2748,521,535,63,1642
"Separado(a) (042)",453,83,101,15,256
"Casado(a) (043)",4240,533,1408,229,2097
"Viudo(a) (044)",877,118,157,46,559
"Divorciado(a) (045)",53,7,25,1,20
"Soltero(a) (046)",5543,1237,1038,182,3105
,,,,,
"RURAL (048)",10885,2920,412,97,7457
"Conviviente (049)",2513,671,94,23,1726
"Separado(a) (050)",138,30,2,,106
"Casado(a) (051)",3867,768,195,42,2862
"Viudo(a) (052)",574,113,13,3,445
"Divorciado(a) (053)",19,5,2,2,10
"Soltero(a) (054)",3774,1333,106,27,2308
"Hombres (056)",5636,1274,213,75,4074
"Conviviente (057)",1249,259,41,21,928
"Separado(a) (058)",54,5,1,,48
"Casado(a) (059)",1926,306,102,28,1490
"Viudo(a) (060)",145,18,4,1,122
"Divorciado(a) (061)",8,1,2,2,3
"Soltero(a) (062)",2254,685,63,23,1483
"Mujeres (064)",5249,1646,199,22,3383
"Conviviente (065)",1264,412,53,2,798
"Separado(a) (066)",84,25,1,,58
"Casado(a) (067)",1941,462,93,14,1372
"Viudo(a) (068)",429,95,9,2,323
"Divorciado(a) (069)",11,4,,,7
"Soltero(a) (070)",1520,648,43,4,825
