"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia EL DORADO (000)",33638,836,12225,8922,6211,4055,1389
"Hombres (001)",17914,405,6293,4802,3453,2237,724
"Mujeres (002)",15724,431,5932,4120,2758,1818,665
"Viviendas particulares (003)",33628,836,12225,8917,6206,4055,1389
"Hombres (004)",17908,405,6293,4799,3450,2237,724
"Mujeres (005)",15720,431,5932,4118,2756,1818,665
"Otro tipo (009)",10,,,5,5,,
"Hombres (010)",6,,,3,3,,
"Mujeres (011)",4,,,2,2,,
,,,,,,,
"URBANA (012)",13087,272,4420,3326,2631,1797,641
"Hombres (013)",6776,126,2244,1711,1389,992,314
"Mujeres (014)",6311,146,2176,1615,1242,805,327
"Viviendas particulares (015)",13077,272,4420,3321,2626,1797,641
"Hombres (016)",6770,126,2244,1708,1386,992,314
"Mujeres (017)",6307,146,2176,1613,1240,805,327
"Otro tipo (021)",10,,,5,5,,
"Hombres (022)",6,,,3,3,,
"Mujeres (023)",4,,,2,2,,
,,,,,,,
"RURAL (024)",20551,564,7805,5596,3580,2258,748
"Hombres (025)",11138,279,4049,3091,2064,1245,410
"Mujeres (026)",9413,285,3756,2505,1516,1013,338
"Viviendas particulares (027)",20551,564,7805,5596,3580,2258,748
"Hombres (028)",11138,279,4049,3091,2064,1245,410
"Mujeres (029)",9413,285,3756,2505,1516,1013,338
