"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia JAUJA (000)",36536,35495,10699,4538,4420,3692,5334,3549,2045,1218,1041,101734
"De 12 a 14 años (001)",3453,3440,3429,8,3,,,,,,13,14
"De 15 a 19 años (002)",4493,4446,4065,329,41,10,1,,,,47,445
"De 20 a 24 años (003)",3655,3291,1567,1176,427,89,28,4,,,364,2438
"De 25 a 29 años (004)",3207,2947,560,992,830,372,172,19,2,,260,4630
"De 30 a 34 años (005)",2948,2823,271,562,816,587,479,97,9,2,125,6734
"De 35 a 39 años (006)",3086,3016,145,378,667,646,800,302,69,9,70,9742
"De 40 a 44 años (007)",2808,2761,107,231,449,536,802,448,144,44,47,10808
"De 45 a 49 años (008)",2433,2408,91,197,320,395,656,443,221,85,25,10600
"De 50 y más años (009)",10453,10363,464,665,867,1057,2396,2236,1600,1078,90,56323
"PEA (010)",11480,10999,2001,1884,1856,1458,1884,1077,532,307,481,33069
"De 12 a 14 años (011)",110,108,105,2,1,,,,,,2,4
"De 15 a 19 años (012)",605,595,498,87,6,4,,,,,10,111
"De 20 a 24 años (013)",1224,1071,545,378,114,24,9,1,,,153,722
"De 25 a 29 años (014)",1381,1234,345,428,289,117,45,9,1,,147,1613
"De 30 a 34 años (015)",1316,1242,165,300,358,226,162,30,1,,74,2595
"De 35 a 39 años (016)",1447,1408,81,222,344,301,312,117,29,2,39,4174
"De 40 a 44 años (017)",1326,1305,60,134,253,256,366,166,52,18,21,4691
"De 45 a 49 años (018)",1140,1130,48,115,177,194,297,185,83,31,10,4606
"De 50 y más años (019)",2931,2906,154,218,314,336,693,569,366,256,25,14553
"Ocupada (020)",10970,10548,1787,1793,1805,1418,1850,1062,529,304,422,32447
"De 12 a 14 años (021)",101,99,96,2,1,,,,,,2,4
