"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia SANDIA",,,
"Viviendas particulares (001)",19006,8363,10643
"Ocupantes presentes (002)",61326,31276,30050
"Casa independiente",,,
"Viviendas particulares (004)",16797,7858,8939
"Ocupantes presentes (005)",56093,29859,26234
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Viviendas particulares (010)",11,11,
"Ocupantes presentes (011)",22,22,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",402,377,25
"Ocupantes presentes (014)",1142,1063,79
"Choza o cabaña",,,
"Viviendas particulares (016)",1710,69,1641
"Ocupantes presentes (017)",3815,178,3637
"Vivienda improvisada",,,
"Viviendas particulares (019)",45,32,13
"Ocupantes presentes (020)",156,117,39
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",20,11,9
"Ocupantes presentes (023)",36,18,18
"Otro tipo",,,
"Viviendas particulares (025)",21,5,16
"Ocupantes presentes (026)",62,19,43
,,,
URBANA,,,
"Viviendas particulares (028)",4404,3878,526
"Ocupantes presentes (029)",15848,14049,1799
"Casa independiente",,,
"Viviendas particulares (031)",3933,3448,485
"Ocupantes presentes (032)",14499,12822,1677
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Viviendas particulares (037)",11,11,
"Ocupantes presentes (038)",22,22,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",402,377,25
"Ocupantes presentes (041)",1142,1063,79
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",45,32,13
"Ocupantes presentes (047)",156,117,39
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",8,6,2
"Ocupantes presentes (050)",12,9,3
"Otro tipo",,,
"Viviendas particulares (052)",5,4,1
"Ocupantes presentes (053)",17,16,1
,,,
RURAL,,,
"Viviendas particulares (055)",14602,4485,10117
"Ocupantes presentes (056)",45478,17227,28251
"Casa independiente",,,
"Viviendas particulares (058)",12864,4410,8454
"Ocupantes presentes (059)",41594,17037,24557
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",1710,69,1641
"Ocupantes presentes (071)",3815,178,3637
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",12,5,7
"Ocupantes presentes (077)",24,9,15
"Otro tipo",,,
"Viviendas particulares (079)",16,1,15
"Ocupantes presentes (080)",45,3,42
