"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia AREQUIPA",,,,,,,,,
"Viviendas particulares (001)",207097,155769,10927,13018,11561,5792,6091,2790,1149
"Ocupantes presentes (002)",854493,680595,41983,44200,37659,17531,20307,8956,3262
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",190141,142958,8652,12624,11132,5527,5571,2627,1050
"Ocupantes presentes (005)",796542,634958,34729,43038,36763,16811,18808,8409,3026
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",8068,7541,513,,,,,14,
"Ocupantes presentes (008)",27236,25538,1640,,,,,58,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",3480,2871,569,,,,,40,
"Ocupantes presentes (011)",13069,10968,1958,,,,,143,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",3430,2065,1099,145,21,31,19,36,14
"Ocupantes presentes (014)",12429,8132,3399,473,73,113,80,133,26
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",789,,,16,219,106,423,2,23
"Ocupantes presentes (017)",1944,,,46,374,274,1173,10,67
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",771,141,51,174,159,100,61,45,40
"Ocupantes presentes (020)",2133,480,132,491,378,248,185,124,95
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",356,193,43,41,19,23,8,17,12
"Ocupantes presentes (023)",985,519,125,111,52,65,26,62,25
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",62,,,18,11,5,9,9,10
"Ocupantes presentes (026)",155,,,41,19,20,35,17,23
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",200486,155110,10744,12862,10636,5047,2362,2747,978
"Ocupantes presentes (029)",833685,678316,41426,43649,34927,15210,8591,8836,2730
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",184328,142300,8469,12484,10428,4889,2270,2586,902
"Ocupantes presentes (032)",777704,632683,34172,42533,34407,14770,8279,8299,2561
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",8068,7541,513,,,,,14,
"Ocupantes presentes (035)",27236,25538,1640,,,,,58,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",3480,2871,569,,,,,40,
"Ocupantes presentes (038)",13069,10968,1958,,,,,143,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",3430,2065,1099,145,21,31,19,36,14
"Ocupantes presentes (041)",12429,8132,3399,473,73,113,80,133,26
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",771,141,51,174,159,100,61,45,40
"Ocupantes presentes (047)",2133,480,132,491,378,248,185,124,95
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",351,192,43,41,18,23,5,17,12
"Ocupantes presentes (050)",972,515,125,111,51,65,18,62,25
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",58,,,18,10,4,7,9,10
"Ocupantes presentes (053)",142,,,41,18,14,29,17,23
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",6611,659,183,156,925,745,3729,43,171
"Ocupantes presentes (056)",20808,2279,557,551,2732,2321,11716,120,532
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",5813,658,183,140,704,638,3301,41,148
"Ocupantes presentes (059)",18838,2275,557,505,2356,2041,10529,110,465
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",789,,,16,219,106,423,2,23
"Ocupantes presentes (071)",1944,,,46,374,274,1173,10,67
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",5,1,,,1,,3,,
"Ocupantes presentes (077)",13,4,,,1,,8,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",4,,,,1,1,2,,
"Ocupantes presentes (080)",13,,,,1,6,6,,
