"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia LA MAR (000)",78126,4690,23633,14403,11770,9469,6071,3823,4267
"Quechua (001)",64815,3417,18516,11200,9850,8448,5623,3632,4129
"Aymara (002)",64,3,20,8,7,10,8,2,6
"Ashaninca (003)",127,7,34,37,14,11,12,8,4
"Otra lengua nativa (004)",58,1,22,10,12,5,2,2,4
"Castellano (005)",12950,1252,5002,3125,1871,986,423,172,119
"Idioma extranjero (006)",1,,,1,,,,,
"Es sordomudo/a (007)",111,10,39,22,16,9,3,7,5
"Hombres (009)",40267,2390,12181,7687,6269,4830,3033,1877,2000
"Quechua (010)",33001,1758,9562,5893,5164,4203,2743,1762,1916
"Aymara (011)",38,3,13,5,4,5,3,1,4
"Ashaninca (012)",66,4,18,23,5,5,5,5,1
"Otra lengua nativa (013)",31,1,8,6,6,4,2,2,2
"Castellano (014)",7067,617,2559,1749,1079,609,279,102,73
"Idioma extranjero (015)",1,,,1,,,,,
"Es sordomudo/a (016)",63,7,21,10,11,4,1,5,4
"Mujeres (018)",37859,2300,11452,6716,5501,4639,3038,1946,2267
"Quechua (019)",31814,1659,8954,5307,4686,4245,2880,1870,2213
"Aymara (020)",26,,7,3,3,5,5,1,2
"Ashaninca (021)",61,3,16,14,9,6,7,3,3
"Otra lengua nativa (022)",27,,14,4,6,1,,,2
"Castellano (023)",5883,635,2443,1376,792,377,144,70,46
"Es sordomudo/a (025)",48,3,18,12,5,5,2,2,1
,,,,,,,,,
"URBANA (027)",32127,1763,9287,6316,5288,4184,2574,1367,1348
"Quechua (028)",22406,878,5490,4076,3844,3382,2238,1245,1253
"Aymara (029)",24,,7,3,4,5,3,,2
"Ashaninca (030)",11,,5,3,1,,,,2
"Otra lengua nativa (031)",11,,3,3,1,1,,2,1
"Castellano (032)",9636,881,3764,2224,1431,793,333,120,90
"Idioma extranjero (033)",1,,,1,,,,,
"Es sordomudo/a (034)",38,4,18,6,7,3,,,
"Hombres (036)",16413,880,4748,3324,2715,2126,1330,683,607
"Quechua (037)",11220,449,2817,2120,1921,1640,1114,609,550
"Aymara (038)",15,,6,1,3,3,1,,1
"Ashaninca (039)",4,,2,1,,,,,1
"Otra lengua nativa (040)",6,,1,2,,1,,2,
"Castellano (041)",5150,428,1912,1198,789,481,215,72,55
"Idioma extranjero (042)",1,,,1,,,,,
"Es sordomudo/a (043)",17,3,10,1,2,1,,,
"Mujeres (045)",15714,883,4539,2992,2573,2058,1244,684,741
"Quechua (046)",11186,429,2673,1956,1923,1742,1124,636,703
"Aymara (047)",9,,1,2,1,2,2,,1
"Ashaninca (048)",7,,3,2,1,,,,1
"Otra lengua nativa (049)",5,,2,1,1,,,,1
"Castellano (050)",4486,453,1852,1026,642,312,118,48,35
"Es sordomudo/a (052)",21,1,8,5,5,2,,,
,,,,,,,,,
"RURAL (054)",45999,2927,14346,8087,6482,5285,3497,2456,2919
"Quechua (055)",42409,2539,13026,7124,6006,5066,3385,2387,2876
"Aymara (056)",40,3,13,5,3,5,5,2,4
"Ashaninca (057)",116,7,29,34,13,11,12,8,2
"Otra lengua nativa (058)",47,1,19,7,11,4,2,,3
"Castellano (059)",3314,371,1238,901,440,193,90,52,29
"Es sordomudo/a (061)",73,6,21,16,9,6,3,7,5
"Hombres (063)",23854,1510,7433,4363,3554,2704,1703,1194,1393
"Quechua (064)",21781,1309,6745,3773,3243,2563,1629,1153,1366
"Aymara (065)",23,3,7,4,1,2,2,1,3
"Ashaninca (066)",62,4,16,22,5,5,5,5,
"Otra lengua nativa (067)",25,1,7,4,6,3,2,,2
"Castellano (068)",1917,189,647,551,290,128,64,30,18
"Es sordomudo/a (070)",46,4,11,9,9,3,1,5,4
"Mujeres (072)",22145,1417,6913,3724,2928,2581,1794,1262,1526
"Quechua (073)",20628,1230,6281,3351,2763,2503,1756,1234,1510
"Aymara (074)",17,,6,1,2,3,3,1,1
"Ashaninca (075)",54,3,13,12,8,6,7,3,2
"Otra lengua nativa (076)",22,,12,3,5,1,,,1
"Castellano (077)",1397,182,591,350,150,65,26,22,11
"Es sordomudo/a (079)",27,2,10,7,,3,2,2,1
