"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia PARURO (000)",9028,6977,1505,204,342
"Sin nivel (001)",1503,1300,185,10,8
"Educación inicial (002)",15,13,2,,
"Primaria (003)",4415,3571,742,39,63
"Secundaria (004)",2411,1790,416,57,148
"Superior no univ. incompleta (005)",141,88,25,12,16
"Superior no univ. completa (006)",250,105,69,36,40
"Superior univ. incompleta (007)",76,39,16,6,15
"Superior univ. completa (008)",217,71,50,44,52
"De 06 a 14 años (010)",249,218,31,,
"Sin nivel (011)",7,4,3,,
"Educación inicial (012)",4,4,,,
"Primaria (013)",180,155,25,,
"Secundaria (014)",58,55,3,,
"De 15 a 29 años (020)",2060,1547,361,44,108
"Sin nivel (021)",57,42,15,,
"Educación inicial (022)",4,4,,,
"Primaria (023)",802,650,135,7,10
"Secundaria (024)",994,745,173,21,55
"Superior no univ. incompleta (025)",59,39,10,4,6
"Superior no univ. completa (026)",78,37,13,8,20
"Superior univ. incompleta (027)",23,15,5,1,2
"Superior univ. completa (028)",43,15,10,3,15
"De 30 a 44 años (030)",3013,2172,595,97,149
"Sin nivel (031)",310,243,58,5,4
"Educación inicial (032)",7,5,2,,
"Primaria (033)",1531,1193,296,14,28
"Secundaria (034)",849,610,151,27,61
"Superior no univ. incompleta (035)",57,32,13,5,7
"Superior no univ. completa (036)",128,45,44,23,16
"Superior univ. incompleta (037)",29,13,7,2,7
"Superior univ. completa (038)",102,31,24,21,26
"De 45 a 64 años (040)",2611,2047,428,58,78
"Sin nivel (041)",613,535,74,2,2
"Primaria (043)",1396,1121,235,17,23
"Secundaria (044)",452,327,86,9,30
"Superior no univ. incompleta (045)",23,15,2,3,3
"Superior no univ. completa (046)",38,18,11,5,4
"Superior univ. incompleta (047)",22,10,4,2,6
"Superior univ. completa (048)",67,21,16,20,10
"De 65 y más años (050)",1095,993,90,5,7
"Sin nivel (051)",516,476,35,3,2
"Primaria (053)",506,452,51,1,2
"Secundaria (054)",58,53,3,,2
"Superior no univ. incompleta (055)",2,2,,,
"Superior no univ. completa (056)",6,5,1,,
"Superior univ. incompleta (057)",2,1,,1,
"Superior univ. completa (058)",5,4,,,1
,,,,,
"URBANA (060)",3652,2780,526,124,222
"Sin nivel (061)",415,367,40,3,5
