"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia RODRIGUEZ DE MENDOZA (000)",9796,297,3250,3242,2304,703
"Agric., ganadería, caza y silvicultura (001)",6930,246,2392,2032,1637,623
"Pesca (002)",1,,,,1,
"Industrias manufactureras (004)",240,5,79,94,54,8
"Suministro de electricidad, gas y agua (005)",8,,5,1,2,
"Construcción (006)",235,4,78,90,56,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",596,12,161,250,152,21
"Venta, mant.y rep. veh.autom.y motoc. (008)",45,1,23,16,5,
"Comercio al por mayor (009)",28,,5,13,9,1
"Comercio al por menor (010)",523,11,133,221,138,20
"Hoteles y restaurantes (011)",149,2,45,62,36,4
"Trans., almac. y comunicaciones (012)",201,,77,91,29,4
"Intermediación financiera (013)",3,,2,,1,
"Activid.inmobil., empres. y alquileres (014)",74,1,20,32,20,1
"Admin.pub. y defensa; p. segur.soc afil (015)",181,,42,82,54,3
"Enseñanza (016)",472,,63,265,144,
"Servicios sociales y de salud (017)",112,,35,58,18,1
"Otras activ. serv.comun.soc y personales (018)",88,1,31,39,16,1
"Hogares privados con servicio doméstico (019)",135,14,79,24,14,4
"Actividad economica no especificada (021)",163,,46,66,35,16
"Desocupado (022)",208,12,95,56,35,10
"Hombres (023)",7974,219,2663,2548,1906,638
"Agric., ganadería, caza y silvicultura (024)",6240,191,2167,1816,1476,590
"Pesca (025)",1,,,,1,
"Industrias manufactureras (027)",205,5,72,80,42,6
"Suministro de electricidad, gas y agua (028)",7,,5,1,1,
"Construcción (029)",230,4,76,87,56,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",310,10,87,125,80,8
"Venta, mant.y rep. veh.autom.y motoc. (031)",43,1,22,15,5,
"Comercio al por mayor (032)",17,,2,10,4,1
"Comercio al por menor (033)",250,9,63,100,71,7
"Hoteles y restaurantes (034)",33,1,11,18,3,
"Trans., almac. y comunicaciones (035)",192,,73,90,25,4
"Intermediación financiera (036)",1,,1,,,
"Activid.inmobil., empres. y alquileres (037)",59,1,12,25,20,1
"Admin.pub. y defensa; p. segur.soc afil (038)",138,,24,64,47,3
"Enseñanza (039)",257,,32,127,98,
"Servicios sociales y de salud (040)",48,,13,27,7,1
"Otras activ. serv.comun.soc y personales (041)",52,1,19,22,9,1
"Hogares privados con servicio doméstico (042)",3,1,1,1,,
"Actividad economica no especificada (044)",51,,11,19,12,9
