"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia PALLASCA",,,,,,,,,
"Viviendas particulares (001)",7103,880,155,54,2,119,5762,88,43
"Ocupantes presentes (002)",29027,3443,531,142,6,454,24020,279,152
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",6836,874,155,54,2,108,5519,81,43
"Ocupantes presentes (005)",28030,3430,531,142,6,399,23108,262,152
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",10,5,,,,,,5,
"Ocupantes presentes (011)",23,10,,,,,,13,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",26,,,,,,26,,
"Ocupantes presentes (014)",138,,,,,,138,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",226,,,,,11,214,1,
"Ocupantes presentes (017)",824,,,,,55,766,3,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",2,1,,,,,1,,
"Ocupantes presentes (020)",4,3,,,,,1,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",2,,,,,,2,,
"Ocupantes presentes (023)",7,,,,,,7,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",1,,,,,,,1,
"Ocupantes presentes (026)",1,,,,,,,1,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",3896,519,113,41,,30,3108,58,27
"Ocupantes presentes (029)",15045,1946,362,91,,92,12284,160,110
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",3856,513,113,41,,30,3080,52,27
"Ocupantes presentes (032)",14876,1933,362,91,,92,12142,146,110
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",10,5,,,,,,5,
"Ocupantes presentes (038)",23,10,,,,,,13,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",26,,,,,,26,,
"Ocupantes presentes (041)",138,,,,,,138,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",2,1,,,,,1,,
"Ocupantes presentes (047)",4,3,,,,,1,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,,,,,,1,,
"Ocupantes presentes (050)",3,,,,,,3,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",1,,,,,,,1,
"Ocupantes presentes (053)",1,,,,,,,1,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",3207,361,42,13,2,89,2654,30,16
"Ocupantes presentes (056)",13982,1497,169,51,6,362,11736,119,42
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",2980,361,42,13,2,78,2439,29,16
"Ocupantes presentes (059)",13154,1497,169,51,6,307,10966,116,42
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",226,,,,,11,214,1,
"Ocupantes presentes (071)",824,,,,,55,766,3,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,,,,,1,,
"Ocupantes presentes (077)",4,,,,,,4,,
"Otro tipo",,,,,,,,,
