"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUANCABAMBA (000)",33768,929,11471,10459,8232,2677
"Agric., ganadería, caza y silvicultura (001)",22434,696,7355,6307,5879,2197
"Pesca (002)",8,,5,3,,
"Explotación de minas y canteras (003)",15,,7,7,1,
"Industrias manufactureras (004)",1184,26,467,366,251,74
"Suministro de electricidad, gas y agua (005)",37,,18,12,6,1
"Construcción (006)",820,7,248,318,213,34
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1427,30,402,513,390,92
"Venta, mant.y rep. veh.autom.y motoc. (008)",103,6,40,40,15,2
"Comercio al por mayor (009)",69,,18,22,23,6
"Comercio al por menor (010)",1255,24,344,451,352,84
"Hoteles y restaurantes (011)",332,10,115,100,90,17
"Trans., almac. y comunicaciones (012)",614,9,292,228,78,7
"Intermediación financiera (013)",15,,4,8,3,
"Activid.inmobil., empres. y alquileres (014)",257,,85,114,55,3
"Admin.pub. y defensa; p. segur.soc afil (015)",504,,148,234,110,12
"Enseñanza (016)",1811,,417,966,420,8
"Servicios sociales y de salud (017)",267,,89,129,46,3
"Otras activ. serv.comun.soc y personales (018)",236,3,79,85,51,18
"Hogares privados con servicio doméstico (019)",522,30,265,124,80,23
"Actividad economica no especificada (021)",831,,261,277,214,79
"Desocupado (022)",2454,118,1214,668,345,109
"Hombres (023)",26317,650,8754,8054,6572,2287
"Agric., ganadería, caza y silvicultura (024)",19551,534,6318,5560,5147,1992
"Pesca (025)",8,,5,3,,
"Explotación de minas y canteras (026)",12,,6,6,,
"Industrias manufactureras (027)",485,4,170,164,105,42
"Suministro de electricidad, gas y agua (028)",36,,18,11,6,1
"Construcción (029)",799,6,239,311,209,34
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",852,23,246,292,234,57
"Venta, mant.y rep. veh.autom.y motoc. (031)",92,5,37,36,13,1
"Comercio al por mayor (032)",41,,12,12,15,2
"Comercio al por menor (033)",719,18,197,244,206,54
"Hoteles y restaurantes (034)",99,7,42,29,17,4
"Trans., almac. y comunicaciones (035)",583,9,271,222,74,7
"Intermediación financiera (036)",8,,1,5,2,
"Activid.inmobil., empres. y alquileres (037)",158,,43,75,37,3
"Admin.pub. y defensa; p. segur.soc afil (038)",359,,89,174,85,11
"Enseñanza (039)",905,,223,433,243,6
"Servicios sociales y de salud (040)",129,,36,59,32,2
