"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia MOYOBAMBA",,,,,,,,,
"Viviendas particulares (001)",26795,13669,2418,288,16,2443,7354,475,132
"Ocupantes presentes (002)",114445,57770,9994,1212,68,10583,32701,1631,486
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",24433,12697,2107,169,16,2049,6856,434,105
"Ocupantes presentes (005)",106081,54805,9215,724,68,8840,30612,1458,359
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",100,89,11,,,,,,
"Ocupantes presentes (008)",344,302,42,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",993,741,242,,,,,10,
"Ocupantes presentes (011)",2731,2113,573,,,,,45,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",180,108,40,19,,2,7,2,2
"Ocupantes presentes (014)",652,418,105,83,,6,26,8,6
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",986,,,76,,388,475,22,25
"Ocupantes presentes (017)",4263,,,324,,1725,2002,91,121
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",75,21,14,24,,3,8,5,
"Ocupantes presentes (020)",276,86,48,81,,11,26,24,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",22,13,4,,,1,3,1,
"Ocupantes presentes (023)",80,46,11,,,1,21,1,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",6,,,,,,5,1,
"Ocupantes presentes (026)",18,,,,,,14,4,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",16162,12355,1667,110,6,338,1289,323,74
"Ocupantes presentes (029)",67462,51896,6663,440,19,1415,5697,1091,241
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",14792,11385,1356,67,6,333,1269,304,72
"Ocupantes presentes (032)",63390,48935,5884,276,19,1398,5634,1009,235
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",100,89,11,,,,,,
"Ocupantes presentes (035)",344,302,42,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",993,741,242,,,,,10,
"Ocupantes presentes (038)",2731,2113,573,,,,,45,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",180,108,40,19,,2,7,2,2
"Ocupantes presentes (041)",652,418,105,83,,6,26,8,6
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",75,21,14,24,,3,8,5,
"Ocupantes presentes (047)",276,86,48,81,,11,26,24,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",17,11,4,,,,1,1,
"Ocupantes presentes (050)",55,42,11,,,,1,1,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",5,,,,,,4,1,
"Ocupantes presentes (053)",14,,,,,,10,4,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",10633,1314,751,178,10,2105,6065,152,58
"Ocupantes presentes (056)",46983,5874,3331,772,49,9168,27004,540,245
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",9641,1312,751,102,10,1716,5587,130,33
"Ocupantes presentes (059)",42691,5870,3331,448,49,7442,24978,449,124
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",986,,,76,,388,475,22,25
"Ocupantes presentes (071)",4263,,,324,,1725,2002,91,121
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",5,2,,,,1,2,,
"Ocupantes presentes (077)",25,4,,,,1,20,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,,,,,,1,,
"Ocupantes presentes (080)",4,,,,,,4,,
