"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia LUYA (000)",34203,6035,5727,6249,5460,4037,6695
"Católica (001)",28474,5023,4705,5158,4516,3366,5706
"Cristiana/Evangélica (002)",3838,693,656,699,656,471,663
"Otra (003)",1323,230,231,250,208,140,264
"Ninguna (004)",568,89,135,142,80,60,62
"Hombres (006)",17785,3183,3129,3278,2876,2107,3212
"Católica (007)",14923,2695,2608,2725,2392,1766,2737
"Cristiana/Evangélica (008)",1828,320,308,333,335,226,306
"Otra (009)",661,112,122,121,101,75,130
"Ninguna (010)",373,56,91,99,48,40,39
"Mujeres (012)",16418,2852,2598,2971,2584,1930,3483
"Católica (013)",13551,2328,2097,2433,2124,1600,2969
"Cristiana/Evangélica (014)",2010,373,348,366,321,245,357
"Otra (015)",662,118,109,129,107,65,134
"Ninguna (016)",195,33,44,43,32,20,23
,,,,,,,
"URBANA (018)",14372,2472,2149,2485,2417,1761,3088
"Católica (019)",11954,2058,1739,2044,2002,1483,2628
"Cristiana/Evangélica (020)",1668,290,258,285,303,211,321
"Otra (021)",465,77,69,88,78,44,109
"Ninguna (022)",285,47,83,68,34,23,30
"Hombres (024)",7107,1270,1135,1208,1229,902,1363
"Católica (025)",5918,1066,929,999,1016,751,1157
"Cristiana/Evangélica (026)",766,139,110,121,152,109,135
"Otra (027)",223,35,36,38,39,22,53
"Ninguna (028)",200,30,60,50,22,20,18
"Mujeres (030)",7265,1202,1014,1277,1188,859,1725
"Católica (031)",6036,992,810,1045,986,732,1471
"Cristiana/Evangélica (032)",902,151,148,164,151,102,186
"Otra (033)",242,42,33,50,39,22,56
"Ninguna (034)",85,17,23,18,12,3,12
,,,,,,,
"RURAL (036)",19831,3563,3578,3764,3043,2276,3607
"Católica (037)",16520,2965,2966,3114,2514,1883,3078
"Cristiana/Evangélica (038)",2170,403,398,414,353,260,342
"Otra (039)",858,153,162,162,130,96,155
"Ninguna (040)",283,42,52,74,46,37,32
"Hombres (042)",10678,1913,1994,2070,1647,1205,1849
"Católica (043)",9005,1629,1679,1726,1376,1015,1580
"Cristiana/Evangélica (044)",1062,181,198,212,183,117,171
"Otra (045)",438,77,86,83,62,53,77
"Ninguna (046)",173,26,31,49,26,20,21
"Mujeres (048)",9153,1650,1584,1694,1396,1071,1758
"Católica (049)",7515,1336,1287,1388,1138,868,1498
"Cristiana/Evangélica (050)",1108,222,200,202,170,143,171
"Otra (051)",420,76,76,79,68,43,78
"Ninguna (052)",110,16,21,25,20,17,11
