"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia BONGARA",,,,,,,
"Viviendas particulares (001)",6381,2014,647,186,2428,323,783
"Ocupantes presentes (002)",26676,8104,2601,764,10945,1312,2950
"Casa independiente",,,,,,,
"Viviendas particulares (004)",6150,1938,544,186,2408,320,754
"Ocupantes presentes (005)",25947,7830,2328,764,10864,1308,2853
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",7,7,,,,,
"Ocupantes presentes (008)",21,21,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",44,34,9,,,,1
"Ocupantes presentes (011)",157,125,31,,,,1
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",128,30,92,,,,6
"Ocupantes presentes (014)",370,111,234,,,,25
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",38,,,,16,3,19
"Ocupantes presentes (017)",134,,,,65,4,65
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",5,,1,,2,,2
"Ocupantes presentes (020)",18,,2,,12,,4
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",9,5,1,,2,,1
"Ocupantes presentes (023)",29,17,6,,4,,2
"Otro tipo",,,,,,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",3833,1920,601,98,797,156,261
"Ocupantes presentes (029)",15732,7709,2397,425,3653,633,915
"Casa independiente",,,,,,,
"Viviendas particulares (031)",3642,1844,498,98,794,156,252
"Ocupantes presentes (032)",15141,7435,2124,425,3639,633,885
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",7,7,,,,,
"Ocupantes presentes (035)",21,21,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",44,34,9,,,,1
"Ocupantes presentes (038)",157,125,31,,,,1
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",128,30,92,,,,6
"Ocupantes presentes (041)",370,111,234,,,,25
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",5,,1,,2,,2
"Ocupantes presentes (047)",18,,2,,12,,4
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",7,5,1,,1,,
"Ocupantes presentes (050)",25,17,6,,2,,
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",2548,94,46,88,1631,167,522
"Ocupantes presentes (056)",10944,395,204,339,7292,679,2035
"Casa independiente",,,,,,,
"Viviendas particulares (058)",2508,94,46,88,1614,164,502
"Ocupantes presentes (059)",10806,395,204,339,7225,675,1968
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",38,,,,16,3,19
"Ocupantes presentes (071)",134,,,,65,4,65
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",2,,,,1,,1
"Ocupantes presentes (077)",4,,,,2,,2
"Otro tipo",,,,,,,
