"CUADRO Nº 5: POBLACIÓN EN VIVIENDAS COLECTIVAS Y OTRO TIPO, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia CHICLAYO (000)",7168,7108,60
"Vivienda colectiva",,,
"Hotel,hostal, hospedaje (002)",1425,1413,12
"Casa pensión (003)",325,325,
"Hospital, clinica (004)",1315,1315,
"Cárcel, centro de readaptación social (005)",1737,1737,
"Asilo (006)",108,108,
"Aldea infantil, orfelinato, etc (007)",315,279,36
"Otro (008)",1268,1259,9
"Otro tipo",,,
"En la calle, personas sin vivienda, garita, puerto (010)",675,672,3
