"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia HUAMALIES (000)",15749,72,302,807,1448,3364,6793,2963
"De 12 a 14 años (001)",36,,,,,,3,33
"De 15 a 19 años (002)",598,,,,,,391,207
"De 20 a 24 años (003)",1822,,,,,7,1226,589
"De 25 a 29 años (004)",1930,,,,,124,1394,412
"De 30 a 34 años (005)",1802,,,,,288,1235,279
"De 35 a 39 años (006)",1902,,,,12,462,1208,220
"De 40 a 44 años (007)",1709,,,,50,639,844,176
"De 45 a 49 años (008)",1327,,,1,98,671,401,156
"De 50 y más años (009)",4623,72,302,806,1288,1173,91,891
"PEA (010)",3736,8,33,103,377,879,1503,833
"De 12 a 14 años (011)",3,,,,,,1,2
"De 15 a 19 años (012)",110,,,,,,59,51
"De 20 a 24 años (013)",387,,,,,2,228,157
"De 25 a 29 años (014)",462,,,,,29,285,148
"De 30 a 34 años (015)",453,,,,,71,283,99
"De 35 a 39 años (016)",528,,,,7,141,301,79
"De 40 a 44 años (017)",485,,,,18,182,227,58
"De 45 a 49 años (018)",387,,,,40,190,100,57
"De 50 y más años (019)",921,8,33,103,312,264,19,182
"Ocupada (020)",3467,5,27,88,346,831,1400,770
"De 12 a 14 años (021)",2,,,,,,,2
"De 15 a 19 años (022)",95,,,,,,50,45
"De 20 a 24 años (023)",349,,,,,2,205,142
"De 25 a 29 años (024)",428,,,,,28,261,139
"De 30 a 34 años (025)",424,,,,,67,266,91
"De 35 a 39 años (026)",502,,,,7,135,284,76
"De 40 a 44 años (027)",466,,,,16,173,221,56
"De 45 a 49 años (028)",364,,,,37,181,95,51
"De 50 y más años (029)",837,5,27,88,286,245,18,168
"Desocupada (030)",269,3,6,15,31,48,103,63
"De 12 a 14 años (031)",1,,,,,,1,
"De 15 a 19 años (032)",15,,,,,,9,6
"De 20 a 24 años (033)",38,,,,,,23,15
"De 25 a 29 años (034)",34,,,,,1,24,9
"De 30 a 34 años (035)",29,,,,,4,17,8
"De 35 a 39 años (036)",26,,,,,6,17,3
"De 40 a 44 años (037)",19,,,,2,9,6,2
"De 45 a 49 años (038)",23,,,,3,9,5,6
"De 50 y más años (039)",84,3,6,15,26,19,1,14
"No PEA (040)",12013,64,269,704,1071,2485,5290,2130
"De 12 a 14 años (041)",33,,,,,,2,31
"De 15 a 19 años (042)",488,,,,,,332,156
"De 20 a 24 años (043)",1435,,,,,5,998,432
"De 25 a 29 años (044)",1468,,,,,95,1109,264
"De 30 a 34 años (045)",1349,,,,,217,952,180
"De 35 a 39 años (046)",1374,,,,5,321,907,141
"De 40 a 44 años (047)",1224,,,,32,457,617,118
