"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia LEONCIO PRADO (000)",43893,7897,7697,21675,1341,4198,1085
"Conviviente (001)",16409,2112,2921,9428,623,1071,254
"Separado(a) (002)",2353,355,384,1363,74,57,120
"Casado(a) (003)",10704,2510,1224,5865,376,621,108
"Viudo(a) (004)",1367,88,196,919,69,52,43
"Divorciado(a) (005)",247,60,29,129,10,11,8
"Soltero(a) (006)",12813,2772,2943,3971,189,2386,552
"Hombres (008)",31737,4632,6543,16592,1074,2654,242
"Conviviente (009)",12358,1290,2428,7643,543,412,42
"Separado(a) (010)",1118,116,241,680,41,27,13
"Casado(a) (011)",7691,1624,1022,4563,310,161,11
"Viudo(a) (012)",638,15,114,440,33,27,9
"Divorciado(a) (013)",146,27,26,83,4,2,4
"Soltero(a) (014)",9786,1560,2712,3183,143,2025,163
"Mujeres (016)",12156,3265,1154,5083,267,1544,843
"Conviviente (017)",4051,822,493,1785,80,659,212
"Separado(a) (018)",1235,239,143,683,33,30,107
"Casado(a) (019)",3013,886,202,1302,66,460,97
"Viudo(a) (020)",729,73,82,479,36,25,34
"Divorciado(a) (021)",101,33,3,46,6,9,4
"Soltero(a) (022)",3027,1212,231,788,46,361,389
,,,,,,,
"URBANA (024)",26399,7455,3845,11986,678,1599,836
"Conviviente (025)",9189,1984,1471,4794,251,495,194
"Separado(a) (026)",1490,337,177,822,34,22,98
"Casado(a) (027)",7150,2406,731,3347,223,351,92
"Viudo(a) (028)",710,84,85,458,32,17,34
"Divorciado(a) (029)",159,58,13,70,6,8,4
"Soltero(a) (030)",7701,2586,1368,2495,132,706,414
"Hombres (032)",16860,4371,3230,7924,470,755,110
"Conviviente (033)",6161,1205,1232,3358,188,154,24
"Separado(a) (034)",571,109,115,315,16,9,7
"Casado(a) (035)",4650,1563,599,2246,165,71,6
"Viudo(a) (036)",223,14,46,142,13,6,2
"Divorciado(a) (037)",74,27,10,36,,,1
"Soltero(a) (038)",5181,1453,1228,1827,88,515,70
"Mujeres (040)",9539,3084,615,4062,208,844,726
"Conviviente (041)",3028,779,239,1436,63,341,170
"Separado(a) (042)",919,228,62,507,18,13,91
"Casado(a) (043)",2500,843,132,1101,58,280,86
"Viudo(a) (044)",487,70,39,316,19,11,32
"Divorciado(a) (045)",85,31,3,34,6,8,3
"Soltero(a) (046)",2520,1133,140,668,44,191,344
,,,,,,,
"RURAL (048)",17494,442,3852,9689,663,2599,249
"Conviviente (049)",7220,128,1450,4634,372,576,60
"Separado(a) (050)",863,18,207,541,40,35,22
"Casado(a) (051)",3554,104,493,2518,153,270,16
"Viudo(a) (052)",657,4,111,461,37,35,9
"Divorciado(a) (053)",88,2,16,59,4,3,4
"Soltero(a) (054)",5112,186,1575,1476,57,1680,138
"Hombres (056)",14877,261,3313,8668,604,1899,132
"Conviviente (057)",6197,85,1196,4285,355,258,18
"Separado(a) (058)",547,7,126,365,25,18,6
"Casado(a) (059)",3041,61,423,2317,145,90,5
"Viudo(a) (060)",415,1,68,298,20,21,7
"Divorciado(a) (061)",72,,16,47,4,2,3
"Soltero(a) (062)",4605,107,1484,1356,55,1510,93
"Mujeres (064)",2617,181,539,1021,59,700,117
"Conviviente (065)",1023,43,254,349,17,318,42
"Separado(a) (066)",316,11,81,176,15,17,16
"Casado(a) (067)",513,43,70,201,8,180,11
"Viudo(a) (068)",242,3,43,163,17,14,2
"Divorciado(a) (069)",16,2,,12,,1,1
"Soltero(a) (070)",507,79,91,120,2,170,45
