"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia RIOJA (000)",73789,7900,6415,1972,57589
"Conviviente (001)",23597,1755,1531,456,19870
"Separado(a) (002)",2330,117,151,56,2009
"Casado(a) (003)",19372,909,2484,617,15409
"Viudo(a) (004)",1988,72,118,45,1755
"Divorciado(a) (005)",255,16,30,11,198
"Soltero(a) (006)",26247,5031,2101,787,18348
"Hombres (008)",38420,3482,3196,1103,30705
"Conviviente (009)",11539,491,680,270,10107
"Separado(a) (010)",784,24,51,22,689
"Casado(a) (011)",9577,318,1353,346,7600
"Viudo(a) (012)",537,19,27,10,481
"Divorciado(a) (013)",117,6,10,4,97
"Soltero(a) (014)",15866,2624,1075,451,11731
"Mujeres (016)",35369,4418,3219,869,26884
"Conviviente (017)",12058,1264,851,186,9763
"Separado(a) (018)",1546,93,100,34,1320
"Casado(a) (019)",9795,591,1131,271,7809
"Viudo(a) (020)",1451,53,91,35,1274
"Divorciado(a) (021)",138,10,20,7,101
"Soltero(a) (022)",10381,2407,1026,336,6617
,,,,,
"URBANA (024)",54193,5358,6042,1850,41025
"Conviviente (025)",16456,1083,1431,421,13534
"Separado(a) (026)",1857,93,147,56,1564
"Casado(a) (027)",14644,674,2379,579,11059
"Viudo(a) (028)",1464,44,104,43,1275
"Divorciado(a) (029)",208,14,29,10,155
"Soltero(a) (030)",19564,3450,1952,741,13438
"Hombres (032)",27774,2395,2995,1031,21417
"Conviviente (033)",8001,315,649,251,6795
"Separado(a) (034)",608,19,50,22,519
"Casado(a) (035)",7222,249,1272,323,5418
"Viudo(a) (036)",368,9,20,9,330
"Divorciado(a) (037)",95,5,9,4,77
"Soltero(a) (038)",11480,1798,995,422,8278
"Mujeres (040)",26419,2963,3047,819,19608
"Conviviente (041)",8455,768,782,170,6739
"Separado(a) (042)",1249,74,97,34,1045
"Casado(a) (043)",7422,425,1107,256,5641
"Viudo(a) (044)",1096,35,84,34,945
"Divorciado(a) (045)",113,9,20,6,78
"Soltero(a) (046)",8084,1652,957,319,5160
,,,,,
"RURAL (048)",19596,2542,373,122,16564
"Conviviente (049)",7141,672,100,35,6336
"Separado(a) (050)",473,24,4,,445
"Casado(a) (051)",4728,235,105,38,4350
"Viudo(a) (052)",524,28,14,2,480
"Divorciado(a) (053)",47,2,1,1,43
"Soltero(a) (054)",6683,1581,149,46,4910
"Hombres (056)",10646,1087,201,72,9288
"Conviviente (057)",3538,176,31,19,3312
"Separado(a) (058)",176,5,1,,170
"Casado(a) (059)",2355,69,81,23,2182
"Viudo(a) (060)",169,10,7,1,151
"Divorciado(a) (061)",22,1,1,,20
"Soltero(a) (062)",4386,826,80,29,3453
"Mujeres (064)",8950,1455,172,50,7276
"Conviviente (065)",3603,496,69,16,3024
"Separado(a) (066)",297,19,3,,275
"Casado(a) (067)",2373,166,24,15,2168
"Viudo(a) (068)",355,18,7,1,329
"Divorciado(a) (069)",25,1,,1,23
"Soltero(a) (070)",2297,755,69,17,1457
