"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia CARHUAZ",,,,,,,,,
"Viviendas particulares (001)",8185,255,422,386,1153,198,274,269,5228
"Ocupantes presentes (002)",32906,1164,1738,1492,4603,783,1116,1098,20912
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",8158,253,421,380,1148,193,272,269,5222
"Ocupantes presentes (005)",32825,1161,1734,1473,4588,772,1100,1098,20899
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",6,,1,1,3,,,,1
"Ocupantes presentes (008)",20,,4,4,10,,,,2
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",7,,,3,,1,,,3
"Ocupantes presentes (011)",12,,,6,,1,,,5
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",11,2,,1,,4,2,,2
"Ocupantes presentes (014)",38,3,,3,,10,16,,6
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",3,,,1,2,,,,
"Ocupantes presentes (023)",11,,,6,5,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",3217,102,231,284,685,110,124,139,1542
"Ocupantes presentes (029)",12555,487,950,1104,2628,420,498,538,5930
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",3190,100,230,278,680,105,122,139,1536
"Ocupantes presentes (032)",12474,484,946,1085,2613,409,482,538,5917
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",6,,1,1,3,,,,1
"Ocupantes presentes (035)",20,,4,4,10,,,,2
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",7,,,3,,1,,,3
"Ocupantes presentes (038)",12,,,6,,1,,,5
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",11,2,,1,,4,2,,2
"Ocupantes presentes (041)",38,3,,3,,10,16,,6
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",3,,,1,2,,,,
"Ocupantes presentes (050)",11,,,6,5,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",4968,153,191,102,468,88,150,130,3686
"Ocupantes presentes (056)",20351,677,788,388,1975,363,618,560,14982
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",4968,153,191,102,468,88,150,130,3686
"Ocupantes presentes (059)",20351,677,788,388,1975,363,618,560,14982
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
