"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia VILCAS HUAMAN (000)",242,93,149
"Sin nivel (001)",25,6,19
"Educación inicial (002)",1,1,
"Primaria (003)",103,34,69
"Secundaria (004)",95,44,51
"Superior no univ. incompleta (005)",3,1,2
"Superior no univ. completa (006)",12,6,6
"Superior univ. incompleta (007)",1,,1
"Superior univ. completa (008)",2,1,1
"De 14 a 29 años (010)",113,57,56
"Sin nivel (011)",5,3,2
"Educación inicial (012)",1,1,
"Primaria (013)",37,17,20
"Secundaria (014)",60,30,30
"Superior no univ. incompleta (015)",2,1,1
"Superior no univ. completa (016)",8,5,3
"De 30 a 44 años (020)",73,30,43
"Sin nivel (021)",5,2,3
"Primaria (023)",36,14,22
"Secundaria (024)",27,13,14
"Superior no univ. completa (026)",4,1,3
"Superior univ. completa (028)",1,,1
"De 45 a 64 años (030)",41,6,35
"Sin nivel (031)",9,1,8
"Primaria (033)",21,3,18
"Secundaria (034)",8,1,7
"Superior no univ. incompleta (035)",1,,1
"Superior univ. incompleta (037)",1,,1
"Superior univ. completa (038)",1,1,
"De 65 y más años (040)",15,,15
"Sin nivel (041)",6,,6
"Primaria (043)",9,,9
,,,
"AREA URBANA (050)",78,29,49
"Sin nivel (051)",7,3,4
"Primaria (053)",26,9,17
"Secundaria (054)",31,11,20
"Superior no univ. incompleta (055)",1,1,
"Superior no univ. completa (056)",10,4,6
"Superior univ. incompleta (057)",1,,1
"Superior univ. completa (058)",2,1,1
"De 14 a 29 años (060)",45,21,24
"Sin nivel (061)",2,1,1
"Primaria (063)",13,6,7
"Secundaria (064)",22,9,13
"Superior no univ. incompleta (065)",1,1,
"Superior no univ. completa (066)",7,4,3
"De 30 a 44 años (070)",19,7,12
"Sin nivel (071)",3,2,1
"Primaria (073)",7,3,4
"Secundaria (074)",5,2,3
"Superior no univ. completa (076)",3,,3
"Superior univ. completa (078)",1,,1
"De 45 a 64 años (080)",11,1,10
"Sin nivel (081)",1,,1
"Primaria (083)",4,,4
"Secundaria (084)",4,,4
"Superior univ. incompleta (087)",1,,1
"Superior univ. completa (088)",1,1,
"De 65 y más años (090)",3,,3
"Sin nivel (091)",1,,1
"Primaria (093)",2,,2
,,,
"AREA RURAL (100)",164,64,100
"Sin nivel (101)",18,3,15
"Educación inicial (102)",1,1,
"Primaria (103)",77,25,52
"Secundaria (104)",64,33,31
"Superior no univ. incompleta (105)",2,,2
"Superior no univ. completa (106)",2,2,
"De 14 a 29 años (110)",68,36,32
"Sin nivel (111)",3,2,1
"Educación inicial (112)",1,1,
"Primaria (113)",24,11,13
"Secundaria (114)",38,21,17
"Superior no univ. incompleta (115)",1,,1
"Superior no univ. completa (116)",1,1,
"De 30 a 44 años (120)",54,23,31
"Sin nivel (121)",2,,2
"Primaria (123)",29,11,18
"Secundaria (124)",22,11,11
"Superior no univ. completa (126)",1,1,
"De 45 a 64 años (130)",30,5,25
"Sin nivel (131)",8,1,7
"Primaria (133)",17,3,14
"Secundaria (134)",4,1,3
"Superior no univ. incompleta (135)",1,,1
"De 65 y más años (140)",12,,12
"Sin nivel (141)",5,,5
"Primaria (143)",7,,7
