"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia QUISPICANCHI (000)",27267,780,8986,9287,6315,1899
"Agric., ganadería, caza y silvicultura (001)",14453,522,4270,4628,3637,1396
"Pesca (002)",4,,,4,,
"Explotación de minas y canteras (003)",321,3,143,92,72,11
"Industrias manufactureras (004)",1734,54,663,595,351,71
"Suministro de electricidad, gas y agua (005)",50,,20,21,7,2
"Construcción (006)",2161,19,806,869,435,32
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",2182,64,693,792,507,126
"Venta, mant.y rep. veh.autom.y motoc. (008)",161,3,73,53,31,1
"Comercio al por mayor (009)",86,,38,39,6,3
"Comercio al por menor (010)",1935,61,582,700,470,122
"Hoteles y restaurantes (011)",815,30,269,254,204,58
"Trans., almac. y comunicaciones (012)",1169,9,445,478,218,19
"Intermediación financiera (013)",8,,4,3,1,
"Activid.inmobil., empres. y alquileres (014)",325,1,143,116,60,5
"Admin.pub. y defensa; p. segur.soc afil (015)",833,,241,372,205,15
"Enseñanza (016)",624,,146,315,152,11
"Servicios sociales y de salud (017)",189,,78,82,26,3
"Otras activ. serv.comun.soc y personales (018)",309,4,116,119,61,9
"Hogares privados con servicio doméstico (019)",266,45,134,29,40,18
"Actividad economica no especificada (021)",942,6,358,289,199,90
"Desocupado (022)",882,23,457,229,140,33
"Hombres (023)",18496,480,5941,6436,4360,1279
"Agric., ganadería, caza y silvicultura (024)",10248,332,2925,3354,2614,1023
"Pesca (025)",2,,,2,,
"Explotación de minas y canteras (026)",308,2,142,84,69,11
"Industrias manufactureras (027)",968,41,370,331,189,37
"Suministro de electricidad, gas y agua (028)",47,,17,21,7,2
"Construcción (029)",2057,17,752,831,425,32
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",832,30,283,273,195,51
"Venta, mant.y rep. veh.autom.y motoc. (031)",153,3,69,50,30,1
"Comercio al por mayor (032)",61,,30,27,2,2
"Comercio al por menor (033)",618,27,184,196,163,48
"Hoteles y restaurantes (034)",152,7,71,39,30,5
"Trans., almac. y comunicaciones (035)",1115,9,413,464,211,18
"Intermediación financiera (036)",2,,1,1,,
"Activid.inmobil., empres. y alquileres (037)",261,,102,102,52,5
"Admin.pub. y defensa; p. segur.soc afil (038)",679,,158,322,184,15
"Enseñanza (039)",326,,72,154,92,8
"Servicios sociales y de salud (040)",74,,23,31,18,2
