"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia AYMARAES",,,
"Viviendas particulares (001)",8828,4735,4093
"Ocupantes presentes (002)",28442,16060,12382
"Casa independiente",,,
"Viviendas particulares (004)",8338,4598,3740
"Ocupantes presentes (005)",27217,15671,11546
"Departamento en edificio",,,
"Viviendas particulares (007)",7,7,
"Ocupantes presentes (008)",17,17,
"Vivienda en quinta",,,
"Viviendas particulares (010)",14,14,
"Ocupantes presentes (011)",44,44,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",127,111,16
"Ocupantes presentes (014)",372,316,56
"Choza o cabaña",,,
"Viviendas particulares (016)",336,3,333
"Ocupantes presentes (017)",784,10,774
"Vivienda improvisada",,,
"Viviendas particulares (019)",3,,3
"Ocupantes presentes (020)",5,,5
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",3,2,1
"Ocupantes presentes (023)",3,2,1
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",3858,2900,958
"Ocupantes presentes (029)",12555,9785,2770
"Casa independiente",,,
"Viviendas particulares (031)",3705,2767,938
"Ocupantes presentes (032)",12115,9407,2708
"Departamento en edificio",,,
"Viviendas particulares (034)",7,7,
"Ocupantes presentes (035)",17,17,
"Vivienda en quinta",,,
"Viviendas particulares (037)",14,14,
"Ocupantes presentes (038)",44,44,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",127,111,16
"Ocupantes presentes (041)",372,316,56
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",3,,3
"Ocupantes presentes (047)",5,,5
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",2,1,1
"Ocupantes presentes (050)",2,1,1
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",4970,1835,3135
"Ocupantes presentes (056)",15887,6275,9612
"Casa independiente",,,
"Viviendas particulares (058)",4633,1831,2802
"Ocupantes presentes (059)",15102,6264,8838
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",336,3,333
"Ocupantes presentes (071)",784,10,774
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",1,1,
"Ocupantes presentes (077)",1,1,
"Otro tipo",,,
