"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia CASTROVIRREYNA",,,,,,,,
"Viviendas particulares (001)",5978,5165,550,7,21,119,103,13
"Ocupantes presentes (002)",18472,16147,1667,24,54,352,183,45
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",5163,4409,520,6,20,101,103,4
"Ocupantes presentes (005)",16255,14065,1602,23,53,313,183,16
"Departamento en edificio",,,,,,,,
"Viviendas particulares (007)",2,,2,,,,,
"Ocupantes presentes (008)",4,,4,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",8,,,,,8,,
"Ocupantes presentes (011)",13,,,,,13,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",52,20,22,,,10,,
"Ocupantes presentes (014)",145,71,48,,,26,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",634,629,3,,,,,2
"Ocupantes presentes (017)",1794,1782,7,,,,,5
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (019)",6,6,,,,,,
"Ocupantes presentes (020)",26,26,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",9,4,3,1,1,,,
"Ocupantes presentes (023)",25,17,6,1,1,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (025)",104,97,,,,,,7
"Ocupantes presentes (026)",210,186,,,,,,24
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",1888,1201,457,7,17,107,95,4
"Ocupantes presentes (029)",5542,3590,1395,24,40,322,158,13
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",1723,1085,431,6,17,89,95,
"Ocupantes presentes (032)",5161,3319,1338,23,40,283,158,
"Departamento en edificio",,,,,,,,
"Viviendas particulares (034)",2,,2,,,,,
"Ocupantes presentes (035)",4,,4,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",8,,,,,8,,
"Ocupantes presentes (038)",13,,,,,13,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",52,20,22,,,10,,
"Ocupantes presentes (041)",145,71,48,,,26,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (046)",6,6,,,,,,
"Ocupantes presentes (047)",26,26,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",6,3,2,1,,,,
"Ocupantes presentes (050)",17,11,5,1,,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (052)",91,87,,,,,,4
"Ocupantes presentes (053)",176,163,,,,,,13
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",4090,3964,93,,4,12,8,9
"Ocupantes presentes (056)",12930,12557,272,,14,30,25,32
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",3440,3324,89,,3,12,8,4
"Ocupantes presentes (059)",11094,10746,264,,13,30,25,16
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",634,629,3,,,,,2
"Ocupantes presentes (071)",1794,1782,7,,,,,5
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (076)",3,1,1,,1,,,
"Ocupantes presentes (077)",8,6,1,,1,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (079)",13,10,,,,,,3
"Ocupantes presentes (080)",34,23,,,,,,11
