"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUANCABAMBA (000)",31152,2940,2566,18844,369,5911,522
"Conviviente (001)",12270,868,1015,8949,156,1171,111
"Separado(a) (002)",867,117,66,559,8,74,43
"Casado(a) (003)",7261,1028,480,4914,126,648,65
"Viudo(a) (004)",1018,29,62,804,17,89,17
"Divorciado(a) (005)",78,13,6,51,1,7,
"Soltero(a) (006)",9658,885,937,3567,61,3922,286
"Hombres (008)",24218,1672,2110,16173,322,3916,25
"Conviviente (009)",10070,536,823,8107,141,460,3
"Separado(a) (010)",291,37,25,202,5,21,1
"Casado(a) (011)",5747,641,392,4405,112,193,4
"Viudo(a) (012)",567,4,31,491,10,31,
"Divorciado(a) (013)",42,7,5,29,1,,
"Soltero(a) (014)",7501,447,834,2939,53,3211,17
"Mujeres (016)",6934,1268,456,2671,47,1995,497
"Conviviente (017)",2200,332,192,842,15,711,108
"Separado(a) (018)",576,80,41,357,3,53,42
"Casado(a) (019)",1514,387,88,509,14,455,61
"Viudo(a) (020)",451,25,31,313,7,58,17
"Divorciado(a) (021)",36,6,1,22,,7,
"Soltero(a) (022)",2157,438,103,628,8,711,269
,,,,,,,
"URBANA (024)",5385,1870,543,2353,32,343,244
"Conviviente (025)",1719,515,200,852,15,96,41
"Separado(a) (026)",203,70,17,92,1,7,16
"Casado(a) (027)",1708,730,118,724,11,99,26
"Viudo(a) (028)",128,19,14,86,1,3,5
"Divorciado(a) (029)",22,7,1,14,,,
"Soltero(a) (030)",1605,529,193,585,4,138,156
"Hombres (032)",3307,1009,469,1614,20,190,5
"Conviviente (033)",1116,298,165,601,10,42,
"Separado(a) (034)",55,21,12,19,,3,
"Casado(a) (035)",1093,433,102,511,7,37,3
"Viudo(a) (036)",49,2,6,39,,2,
"Divorciado(a) (037)",13,4,1,8,,,
"Soltero(a) (038)",981,251,183,436,3,106,2
"Mujeres (040)",2078,861,74,739,12,153,239
"Conviviente (041)",603,217,35,251,5,54,41
"Separado(a) (042)",148,49,5,73,1,4,16
"Casado(a) (043)",615,297,16,213,4,62,23
"Viudo(a) (044)",79,17,8,47,1,1,5
"Divorciado(a) (045)",9,3,,6,,,
"Soltero(a) (046)",624,278,10,149,1,32,154
,,,,,,,
"RURAL (048)",25767,1070,2023,16491,337,5568,278
"Conviviente (049)",10551,353,815,8097,141,1075,70
"Separado(a) (050)",664,47,49,467,7,67,27
"Casado(a) (051)",5553,298,362,4190,115,549,39
"Viudo(a) (052)",890,10,48,718,16,86,12
"Divorciado(a) (053)",56,6,5,37,1,7,
"Soltero(a) (054)",8053,356,744,2982,57,3784,130
"Hombres (056)",20911,663,1641,14559,302,3726,20
"Conviviente (057)",8954,238,658,7506,131,418,3
"Separado(a) (058)",236,16,13,183,5,18,1
"Casado(a) (059)",4654,208,290,3894,105,156,1
"Viudo(a) (060)",518,2,25,452,10,29,
"Divorciado(a) (061)",29,3,4,21,1,,
"Soltero(a) (062)",6520,196,651,2503,50,3105,15
"Mujeres (064)",4856,407,382,1932,35,1842,258
"Conviviente (065)",1597,115,157,591,10,657,67
"Separado(a) (066)",428,31,36,284,2,49,26
"Casado(a) (067)",899,90,72,296,10,393,38
"Viudo(a) (068)",372,8,23,266,6,57,12
"Divorciado(a) (069)",27,3,1,16,,7,
"Soltero(a) (070)",1533,160,93,479,7,679,115
