"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia LORETO (000)",31123,27806,3317
"Hombres (001)",17221,15627,1594
"Mujeres (002)",13902,12179,1723
"De 18 a 29 años (003)",11929,10075,1854
"Hombres (004)",6178,5219,959
"Mujeres (005)",5751,4856,895
"De 30 a 44 años (006)",10423,9773,650
"Hombres (007)",5862,5552,310
"Mujeres (008)",4561,4221,340
"De 45 a 64 años (009)",6723,6268,455
"Hombres (010)",4020,3832,188
"Mujeres (011)",2703,2436,267
"De 65 y más años (012)",2048,1690,358
"Hombres (013)",1161,1024,137
"Mujeres (014)",887,666,221
,,,
"URBANA (015)",14263,13549,714
"Hombres (016)",7960,7646,314
"Mujeres (017)",6303,5903,400
"De 18 a 29 años (018)",5252,4843,409
"Hombres (019)",2724,2530,194
"Mujeres (020)",2528,2313,215
"De 30 a 44 años (021)",4908,4798,110
"Hombres (022)",2810,2750,60
"Mujeres (023)",2098,2048,50
"De 45 a 64 años (024)",3137,3060,77
"Hombres (025)",1895,1866,29
"Mujeres (026)",1242,1194,48
"De 65 y más años (027)",966,848,118
"Hombres (028)",531,500,31
"Mujeres (029)",435,348,87
,,,
"RURAL (030)",16860,14257,2603
"Hombres (031)",9261,7981,1280
"Mujeres (032)",7599,6276,1323
"De 18 a 29 años (033)",6677,5232,1445
"Hombres (034)",3454,2689,765
"Mujeres (035)",3223,2543,680
"De 30 a 44 años (036)",5515,4975,540
"Hombres (037)",3052,2802,250
"Mujeres (038)",2463,2173,290
"De 45 a 64 años (039)",3586,3208,378
"Hombres (040)",2125,1966,159
"Mujeres (041)",1461,1242,219
"De 65 y más años (042)",1082,842,240
"Hombres (043)",630,524,106
"Mujeres (044)",452,318,134
