"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia BARRANCA (000)",50480,32457,5848,4988,7187
"Hombres (001)",33833,21184,4342,3451,4856
"Mujeres (002)",16647,11273,1506,1537,2331
"De 06 a 14 años (003)",426,325,53,37,11
"Hombres (004)",282,214,37,22,9
"Mujeres (005)",144,111,16,15,2
"De 15 a 29 años (006)",16351,9991,2328,1734,2298
"Hombres (007)",11106,6641,1720,1194,1551
"Mujeres (008)",5245,3350,608,540,747
"De 30 a 44 años (009)",18347,11303,2033,2034,2977
"Hombres (010)",11904,7188,1490,1354,1872
"Mujeres (011)",6443,4115,543,680,1105
"De 45 a 64 años (012)",13189,9023,1267,1096,1803
"Hombres (013)",8957,5850,963,808,1336
"Mujeres (014)",4232,3173,304,288,467
"De 65 y más años (015)",2167,1815,167,87,98
"Hombres (016)",1584,1291,132,73,88
"Mujeres (017)",583,524,35,14,10
,,,,,
"URBANA (018)",43030,27531,4636,4474,6389
"Hombres (019)",28079,17347,3397,3049,4286
"Mujeres (020)",14951,10184,1239,1425,2103
"De 06 a 14 años (021)",328,256,42,23,7
"Hombres (022)",215,168,29,13,5
"Mujeres (023)",113,88,13,10,2
"De 15 a 29 años (024)",13675,8393,1827,1522,1933
"Hombres (025)",9039,5398,1320,1022,1299
"Mujeres (026)",4636,2995,507,500,634
"De 30 a 44 años (027)",15824,9669,1634,1850,2671
"Hombres (028)",9993,5936,1183,1217,1657
"Mujeres (029)",5831,3733,451,633,1014
"De 45 a 64 años (030)",11420,7718,1010,1003,1689
"Hombres (031)",7565,4816,771,733,1245
"Mujeres (032)",3855,2902,239,270,444
"De 65 y más años (033)",1783,1495,123,76,89
"Hombres (034)",1267,1029,94,64,80
"Mujeres (035)",516,466,29,12,9
,,,,,
"RURAL (036)",7450,4926,1212,514,798
"Hombres (037)",5754,3837,945,402,570
"Mujeres (038)",1696,1089,267,112,228
"De 06 a 14 años (039)",98,69,11,14,4
"Hombres (040)",67,46,8,9,4
"Mujeres (041)",31,23,3,5,
"De 15 a 29 años (042)",2676,1598,501,212,365
"Hombres (043)",2067,1243,400,172,252
"Mujeres (044)",609,355,101,40,113
"De 30 a 44 años (045)",2523,1634,399,184,306
"Hombres (046)",1911,1252,307,137,215
"Mujeres (047)",612,382,92,47,91
"De 45 a 64 años (048)",1769,1305,257,93,114
"Hombres (049)",1392,1034,192,75,91
"Mujeres (050)",377,271,65,18,23
"De 65 y más años (051)",384,320,44,11,9
"Hombres (052)",317,262,38,9,8
"Mujeres (053)",67,58,6,2,1
