"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CAYLLOMA (000)",55186,9474,4742,2254,39039
"Conviviente (001)",15678,1834,1141,552,12267
"Separado(a) (002)",1485,135,97,50,1210
"Casado(a) (003)",16893,2489,2105,949,11458
"Viudo(a) (004)",2304,454,109,60,1684
"Divorciado(a) (005)",266,30,35,18,184
"Soltero(a) (006)",18560,4532,1255,625,12236
"Hombres (008)",28306,4279,2768,1464,20076
"Conviviente (009)",7785,653,711,379,6152
"Separado(a) (010)",477,28,46,27,380
"Casado(a) (011)",8609,1127,1223,611,5746
"Viudo(a) (012)",757,134,41,22,562
"Divorciado(a) (013)",143,15,23,8,98
"Soltero(a) (014)",10535,2322,724,417,7138
"Mujeres (016)",26880,5195,1974,790,18963
"Conviviente (017)",7893,1181,430,173,6115
"Separado(a) (018)",1008,107,51,23,830
"Casado(a) (019)",8284,1362,882,338,5712
"Viudo(a) (020)",1547,320,68,38,1122
"Divorciado(a) (021)",123,15,12,10,86
"Soltero(a) (022)",8025,2210,531,208,5098
,,,,,
"URBANA (024)",36490,6367,3059,1329,25780
"Conviviente (025)",10362,1150,778,354,8096
"Separado(a) (026)",1175,95,70,37,973
"Casado(a) (027)",10509,1383,1251,519,7370
"Viudo(a) (028)",1463,259,65,39,1102
"Divorciado(a) (029)",173,14,25,12,122
"Soltero(a) (030)",12808,3466,870,368,8117
"Hombres (032)",18163,2873,1636,831,12853
"Conviviente (033)",4991,386,415,217,3983
"Separado(a) (034)",359,18,29,20,292
"Casado(a) (035)",5235,607,688,340,3612
"Viudo(a) (036)",453,63,24,14,353
"Divorciado(a) (037)",89,6,16,5,62
"Soltero(a) (038)",7036,1793,464,235,4551
"Mujeres (040)",18327,3494,1423,498,12927
"Conviviente (041)",5371,764,363,137,4113
"Separado(a) (042)",816,77,41,17,681
"Casado(a) (043)",5274,776,563,179,3758
"Viudo(a) (044)",1010,196,41,25,749
"Divorciado(a) (045)",84,8,9,7,60
"Soltero(a) (046)",5772,1673,406,133,3566
,,,,,
"RURAL (048)",18696,3107,1683,925,13259
"Conviviente (049)",5316,684,363,198,4171
"Separado(a) (050)",310,40,27,13,237
"Casado(a) (051)",6384,1106,854,430,4088
"Viudo(a) (052)",841,195,44,21,582
"Divorciado(a) (053)",93,16,10,6,62
"Soltero(a) (054)",5752,1066,385,257,4119
"Hombres (056)",10143,1406,1132,633,7223
"Conviviente (057)",2794,267,296,162,2169
"Separado(a) (058)",118,10,17,7,88
"Casado(a) (059)",3374,520,535,271,2134
"Viudo(a) (060)",304,71,17,8,209
"Divorciado(a) (061)",54,9,7,3,36
"Soltero(a) (062)",3499,529,260,182,2587
"Mujeres (064)",8553,1701,551,292,6036
"Conviviente (065)",2522,417,67,36,2002
"Separado(a) (066)",192,30,10,6,149
"Casado(a) (067)",3010,586,319,159,1954
"Viudo(a) (068)",537,124,27,13,373
"Divorciado(a) (069)",39,7,3,3,26
"Soltero(a) (070)",2253,537,125,75,1532
