"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia ACOBAMBA (000)",63458,1022,24966,16694,10015,7416,3345
"Jefe o Jefa (001)",15038,,16,3225,5086,4462,2249
"Esposa(o) / compañera(o) (002)",10340,,25,3126,3965,2589,635
"Hijo(a) / hijastro(a) (003)",33326,834,22775,9044,599,70,4
"Yerno / nuera (004)",348,,2,277,51,17,1
"Nieto(a) (005)",1359,128,1052,176,3,,
"Padres / suegros (006)",400,,,,7,76,317
"Otro(a) pariente (007)",2294,54,1024,686,234,176,120
"Trabajador(a) del hogar (008)",30,,5,17,7,,1
"Pensionistas (009)",9,,1,4,1,3,
"Otro(a) no pariente (010)",314,6,66,139,62,23,18
"Hombres (011)",31209,526,12659,8208,4852,3500,1464
"Jefe o Jefa (012)",11474,,8,2657,4244,3286,1279
"Esposa(o) / compañera(o) (013)",449,,13,153,160,85,38
"Hijo(a) / hijastro(a) (014)",17024,427,11501,4800,263,32,1
"Yerno / nuera (015)",120,,,81,29,9,1
"Nieto(a) (016)",693,69,539,84,1,,
"Padres / suegros (017)",117,,,,3,18,96
"Otro(a) pariente (018)",1160,28,568,353,110,60,41
"Trabajador(a) del hogar (019)",10,,1,7,1,,1
"Pensionistas (020)",5,,,2,1,2,
"Otro(a) no pariente (021)",157,2,29,71,40,8,7
"Mujeres (022)",32249,496,12307,8486,5163,3916,1881
"Jefe o Jefa (023)",3564,,8,568,842,1176,970
"Esposa(o) / compañera(o) (024)",9891,,12,2973,3805,2504,597
"Hijo(a) / hijastro(a) (025)",16302,407,11274,4244,336,38,3
"Yerno / nuera (026)",228,,2,196,22,8,
"Nieto(a) (027)",666,59,513,92,2,,
"Padres / suegros (028)",283,,,,4,58,221
"Otro(a) pariente (029)",1134,26,456,333,124,116,79
"Trabajador(a) del hogar (030)",20,,4,10,6,,
"Pensionistas (031)",4,,1,2,,1,
"Otro(a) no pariente (032)",157,4,37,68,22,15,11
,,,,,,,
"URBANA (033)",19014,283,6776,5068,3521,2387,979
"Jefe o Jefa (034)",4810,,10,898,1790,1463,649
"Esposa(o) / compañera(o) (035)",3031,,8,791,1305,764,163
"Hijo(a) / hijastro(a) (036)",9505,225,6155,2869,229,25,2
"Yerno / nuera (037)",110,,,74,26,10,
"Nieto(a) (038)",422,43,312,64,3,,
"Padres / suegros (039)",152,,,,1,33,118
"Otro(a) pariente (040)",759,11,254,263,118,76,37
"Trabajador(a) del hogar (041)",21,,5,13,3,,
"Pensionistas (042)",7,,1,3,1,2,
"Otro(a) no pariente (043)",197,4,31,93,45,14,10
"Hombres (044)",9290,157,3391,2457,1730,1135,420
"Jefe o Jefa (045)",3508,,6,666,1430,1046,360
"Esposa(o) / compañera(o) (046)",177,,7,56,76,30,8
"Hijo(a) / hijastro(a) (047)",4802,127,3064,1481,117,13,
"Yerno / nuera (048)",48,,,28,14,6,
"Nieto(a) (049)",225,26,164,34,1,,
"Padres / suegros (050)",43,,,,,10,33
"Otro(a) pariente (051)",374,3,133,139,62,23,14
"Trabajador(a) del hogar (052)",5,,1,4,,,
"Pensionistas (053)",3,,,1,1,1,
"Otro(a) no pariente (054)",105,1,16,48,29,6,5
"Mujeres (055)",9724,126,3385,2611,1791,1252,559
"Jefe o Jefa (056)",1302,,4,232,360,417,289
"Esposa(o) / compañera(o) (057)",2854,,1,735,1229,734,155
"Hijo(a) / hijastro(a) (058)",4703,98,3091,1388,112,12,2
"Yerno / nuera (059)",62,,,46,12,4,
"Nieto(a) (060)",197,17,148,30,2,,
"Padres / suegros (061)",109,,,,1,23,85
"Otro(a) pariente (062)",385,8,121,124,56,53,23
"Trabajador(a) del hogar (063)",16,,4,9,3,,
"Pensionistas (064)",4,,1,2,,1,
"Otro(a) no pariente (065)",92,3,15,45,16,8,5
,,,,,,,
"RURAL (066)",44444,739,18190,11626,6494,5029,2366
"Jefe o Jefa (067)",10228,,6,2327,3296,2999,1600
"Esposa(o) / compañera(o) (068)",7309,,17,2335,2660,1825,472
"Hijo(a) / hijastro(a) (069)",23821,609,16620,6175,370,45,2
"Yerno / nuera (070)",238,,2,203,25,7,1
"Nieto(a) (071)",937,85,740,112,,,
"Padres / suegros (072)",248,,,,6,43,199
"Otro(a) pariente (073)",1535,43,770,423,116,100,83
"Trabajador(a) del hogar (074)",9,,,4,4,,1
"Pensionistas (075)",2,,,1,,1,
"Otro(a) no pariente (076)",117,2,35,46,17,9,8
"Hombres (077)",21919,369,9268,5751,3122,2365,1044
"Jefe o Jefa (078)",7966,,2,1991,2814,2240,919
"Esposa(o) / compañera(o) (079)",272,,6,97,84,55,30
"Hijo(a) / hijastro(a) (080)",12222,300,8437,3319,146,19,1
"Yerno / nuera (081)",72,,,53,15,3,1
"Nieto(a) (082)",468,43,375,50,,,
"Padres / suegros (083)",74,,,,3,8,63
"Otro(a) pariente (084)",786,25,435,214,48,37,27
"Trabajador(a) del hogar (085)",5,,,3,1,,1
"Pensionistas (086)",2,,,1,,1,
"Otro(a) no pariente (087)",52,1,13,23,11,2,2
"Mujeres (088)",22525,370,8922,5875,3372,2664,1322
"Jefe o Jefa (089)",2262,,4,336,482,759,681
"Esposa(o) / compañera(o) (090)",7037,,11,2238,2576,1770,442
"Hijo(a) / hijastro(a) (091)",11599,309,8183,2856,224,26,1
"Yerno / nuera (092)",166,,2,150,10,4,
"Nieto(a) (093)",469,42,365,62,,,
"Padres / suegros (094)",174,,,,3,35,136
"Otro(a) pariente (095)",749,18,335,209,68,63,56
"Trabajador(a) del hogar (096)",4,,,1,3,,
"Otro(a) no pariente (098)",65,1,22,23,6,7,6
