"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia SAN ROMAN",,,,,,
"Viviendas particulares (001)",59029,55292,2987,632,104,14
"Ocupantes presentes (002)",238281,206288,23058,7081,1583,271
"Casa independiente",,,,,,
"Viviendas particulares (004)",52118,48850,2642,532,84,10
"Ocupantes presentes (005)",213002,185236,20312,5977,1280,197
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",689,636,35,15,3,
"Ocupantes presentes (008)",2475,2015,271,144,45,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",684,616,48,17,2,1
"Ocupantes presentes (011)",2738,2111,393,181,34,19
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",5208,4860,262,68,15,3
"Ocupantes presentes (014)",19087,15947,2082,779,224,55
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",241,241,,,,
"Ocupantes presentes (017)",727,727,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",16,16,,,,
"Ocupantes presentes (020)",48,48,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",54,54,,,,
"Ocupantes presentes (023)",155,155,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",19,19,,,,
"Ocupantes presentes (026)",49,49,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",53099,49386,2971,625,103,14
"Ocupantes presentes (029)",218183,186443,22916,6987,1566,271
"Casa independiente",,,,,,
"Viviendas particulares (031)",46430,43186,2626,525,83,10
"Ocupantes presentes (032)",193636,166123,20170,5883,1263,197
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",689,636,35,15,3,
"Ocupantes presentes (035)",2475,2015,271,144,45,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",684,616,48,17,2,1
"Ocupantes presentes (038)",2738,2111,393,181,34,19
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",5208,4860,262,68,15,3
"Ocupantes presentes (041)",19087,15947,2082,779,224,55
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",16,16,,,,
"Ocupantes presentes (047)",48,48,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",53,53,,,,
"Ocupantes presentes (050)",150,150,,,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",19,19,,,,
"Ocupantes presentes (053)",49,49,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",5930,5906,16,7,1,
"Ocupantes presentes (056)",20098,19845,142,94,17,
"Casa independiente",,,,,,
"Viviendas particulares (058)",5688,5664,16,7,1,
"Ocupantes presentes (059)",19366,19113,142,94,17,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",241,241,,,,
"Ocupantes presentes (071)",727,727,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",1,1,,,,
"Ocupantes presentes (077)",5,5,,,,
"Otro tipo",,,,,,
