"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia PALPA",,,
"Viviendas particulares (001)",2776,2042,734
"Ocupantes presentes (002)",10672,7764,2908
"Casa independiente",,,
"Viviendas particulares (004)",2725,1993,732
"Ocupantes presentes (005)",10496,7596,2900
"Departamento en edificio",,,
"Viviendas particulares (007)",5,5,
"Ocupantes presentes (008)",17,17,
"Vivienda en quinta",,,
"Viviendas particulares (010)",13,13,
"Ocupantes presentes (011)",51,51,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",26,26,
"Ocupantes presentes (014)",85,85,
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (019)",5,3,2
"Ocupantes presentes (020)",18,10,8
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",2,2,
"Ocupantes presentes (023)",5,5,
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",2006,1726,280
"Ocupantes presentes (029)",7821,6686,1135
"Casa independiente",,,
"Viviendas particulares (031)",1955,1677,278
"Ocupantes presentes (032)",7645,6518,1127
"Departamento en edificio",,,
"Viviendas particulares (034)",5,5,
"Ocupantes presentes (035)",17,17,
"Vivienda en quinta",,,
"Viviendas particulares (037)",13,13,
"Ocupantes presentes (038)",51,51,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",26,26,
"Ocupantes presentes (041)",85,85,
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",5,3,2
"Ocupantes presentes (047)",18,10,8
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",2,2,
"Ocupantes presentes (050)",5,5,
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",770,316,454
"Ocupantes presentes (056)",2851,1078,1773
"Casa independiente",,,
"Viviendas particulares (058)",770,316,454
"Ocupantes presentes (059)",2851,1078,1773
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Otro tipo",,,
