"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia SAN MIGUEL",,,,,,,,,
"Viviendas particulares (001)",810,347,216,57,71,5,2,14,98
"Ocupantes presentes (002)",3180,1362,823,219,279,16,10,53,418
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",808,347,215,57,70,5,2,14,98
"Ocupantes presentes (005)",3168,1362,818,219,272,16,10,53,418
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",1,,1,,,,,,
"Ocupantes presentes (017)",5,,5,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,,,,1,,,,
"Ocupantes presentes (020)",7,,,,7,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",95,46,17,4,15,,,,13
"Ocupantes presentes (029)",300,143,55,17,46,,,,39
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",94,46,17,4,14,,,,13
"Ocupantes presentes (032)",293,143,55,17,39,,,,39
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,,,,1,,,,
"Ocupantes presentes (047)",7,,,,7,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",715,301,199,53,56,5,2,14,85
"Ocupantes presentes (056)",2880,1219,768,202,233,16,10,53,379
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",714,301,198,53,56,5,2,14,85
"Ocupantes presentes (059)",2875,1219,763,202,233,16,10,53,379
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",1,,1,,,,,,
"Ocupantes presentes (071)",5,,5,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
