"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia MORROPON (000)",89616,39085,1673,860,44309,1693,38,224,17,1717
"Hombres (001)",31342,19966,1190,467,7563,943,26,140,15,1032
"Mujeres (002)",58274,19119,483,393,36746,750,12,84,2,685
"De 06 a 14 años (003)",31950,29689,,,1472,402,,24,,363
"Hombres (004)",16143,15146,,,569,230,,12,,186
"Mujeres (005)",15807,14543,,,903,172,,12,,177
"De 15 a 29 años (006)",22890,9143,13,191,12800,,14,43,17,669
"Hombres (007)",7555,4729,4,91,2282,,9,28,15,397
"Mujeres (008)",15335,4414,9,100,10518,,5,15,2,272
"De 30 a 44 años (009)",13238,174,45,196,12486,,10,39,,288
"Hombres (010)",1922,63,21,89,1535,,7,24,,183
"Mujeres (011)",11316,111,24,107,10951,,3,15,,105
"De 45 a 64 años (012)",12141,73,272,229,11230,32,12,45,,248
"Hombres (013)",2241,25,148,129,1714,18,8,26,,173
"Mujeres (014)",9900,48,124,100,9516,14,4,19,,75
"De 65 y más años (015)",9397,6,1343,244,6321,1259,2,73,,149
"Hombres (016)",3481,3,1017,158,1463,695,2,50,,93
"Mujeres (017)",5916,3,326,86,4858,564,,23,,56
,,,,,,,,,,
"AREA URBANA (018)",50420,21910,1208,558,24460,1058,23,133,7,1063
"Hombres (019)",18049,11023,840,279,4608,572,16,85,6,620
"Mujeres (020)",32371,10887,368,279,19852,486,7,48,1,443
"De 06 a 14 años (021)",17301,16107,,,784,219,,13,,178
"Hombres (022)",8693,8144,,,315,133,,6,,95
"Mujeres (023)",8608,7963,,,469,86,,7,,83
"De 15 a 29 años (024)",13457,5628,8,133,7215,,9,23,7,434
"Hombres (025)",4574,2811,4,56,1428,,5,16,6,248
"Mujeres (026)",8883,2817,4,77,5787,,4,7,1,186
"De 30 a 44 años (027)",7398,123,33,121,6905,,7,20,,189
"Hombres (028)",1137,47,18,50,894,,5,10,,113
"Mujeres (029)",6261,76,15,71,6011,,2,10,,76
"De 45 a 64 años (030)",6763,46,219,149,6139,19,6,30,,155
"Hombres (031)",1428,18,117,81,1077,9,5,19,,102
"Mujeres (032)",5335,28,102,68,5062,10,1,11,,53
"De 65 y más años (033)",5501,6,948,155,3417,820,1,47,,107
"Hombres (034)",2217,3,701,92,894,430,1,34,,62
"Mujeres (035)",3284,3,247,63,2523,390,,13,,45
,,,,,,,,,,
"AREA RURAL (036)",39196,17175,465,302,19849,635,15,91,10,654
"Hombres (037)",13293,8943,350,188,2955,371,10,55,9,412
"Mujeres (038)",25903,8232,115,114,16894,264,5,36,1,242
"De 06 a 14 años (039)",14649,13582,,,688,183,,11,,185
"Hombres (040)",7450,7002,,,254,97,,6,,91
"Mujeres (041)",7199,6580,,,434,86,,5,,94
"De 15 a 29 años (042)",9433,3515,5,58,5585,,5,20,10,235
"Hombres (043)",2981,1918,,35,854,,4,12,9,149
"Mujeres (044)",6452,1597,5,23,4731,,1,8,1,86
"De 30 a 44 años (045)",5840,51,12,75,5581,,3,19,,99
"Hombres (046)",785,16,3,39,641,,2,14,,70
"Mujeres (047)",5055,35,9,36,4940,,1,5,,29
"De 45 a 64 años (048)",5378,27,53,80,5091,13,6,15,,93
"Hombres (049)",813,7,31,48,637,9,3,7,,71
"Mujeres (050)",4565,20,22,32,4454,4,3,8,,22
"De 65 y más años (051)",3896,,395,89,2904,439,1,26,,42
"Hombres (052)",1264,,316,66,569,265,1,16,,31
"Mujeres (053)",2632,,79,23,2335,174,,10,,11
