"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUARMEY (000)",10991,121,3525,4043,2603,699
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",23,,2,6,14,1
"Profes., científicos e intelectuales (002)",710,,112,365,227,6
"Técnicos de nivel medio y trab.asimilados (003)",360,1,81,172,90,16
"Jefes y empleados de oficina (004)",419,,169,170,79,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1498,10,410,601,369,108
"Agricult.trabaj. calif. agrop. y pesqueros (006)",1948,4,399,675,610,260
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",709,7,247,270,162,23
"Obreros construc., conf., papel, fab., instr. (008)",1287,7,502,491,250,37
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",3141,82,1201,1014,640,204
"Otra (010)",43,,7,28,8,
"Ocupación no especificada (011)",347,2,126,125,70,24
"Desocupado (012)",506,8,269,126,84,19
"Hombres (013)",7902,83,2579,2790,1899,551
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",19,,1,5,12,1
"Profes., científicos e intelectuales (015)",341,,47,161,130,3
"Técnicos de nivel medio y trab.asimilados (016)",235,1,54,112,55,13
"Jefes y empleados de oficina (017)",219,,76,91,51,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",609,7,174,232,148,48
"Agricult.trabaj. calif. agrop. y pesqueros (019)",1850,4,372,637,588,249
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",585,4,203,223,133,22
"Obreros construc., conf., papel, fab., instr. (021)",1247,5,489,470,247,36
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",2218,55,904,685,424,150
"Otra (023)",41,,6,27,8,
"Ocupación no especificada (024)",183,1,71,65,37,9
"Desocupado (025)",355,6,182,82,66,19
"Mujeres (026)",3089,38,946,1253,704,148
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",4,,1,1,2,
"Profes., científicos e intelectuales (028)",369,,65,204,97,3
"Técnicos de nivel medio y trab.asimilados (029)",125,,27,60,35,3
"Jefes y empleados de oficina (030)",200,,93,79,28,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",889,3,236,369,221,60
"Agricult.trabaj. calif. agrop. y pesqueros (032)",98,,27,38,22,11
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",124,3,44,47,29,1
"Obreros construc., conf., papel, fab., instr. (034)",40,2,13,21,3,1
