"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia BARRANCA (000)",104495,14187,19490,20803,17343,12840,19832
"Católica (001)",86202,11729,15943,17078,14446,10692,16314
"Cristiana/Evangélica (002)",13757,1851,2421,2622,2202,1734,2927
"Otra (003)",1932,230,367,409,349,216,361
"Ninguna (004)",2604,377,759,694,346,198,230
"Hombres (006)",52318,7169,9892,10317,8457,6339,10144
"Católica (007)",43527,5929,8156,8462,7078,5338,8564
"Cristiana/Evangélica (008)",6226,898,1124,1188,977,758,1281
"Otra (009)",938,119,187,210,170,97,155
"Ninguna (010)",1627,223,425,457,232,146,144
"Mujeres (012)",52177,7018,9598,10486,8886,6501,9688
"Católica (013)",42675,5800,7787,8616,7368,5354,7750
"Cristiana/Evangélica (014)",7531,953,1297,1434,1225,976,1646
"Otra (015)",994,111,180,199,179,119,206
"Ninguna (016)",977,154,334,237,114,52,86
,,,,,,,
"URBANA (018)",89455,12058,16500,17623,15029,11070,17175
"Católica (019)",74069,9959,13454,14521,12556,9296,14283
"Cristiana/Evangélica (020)",11315,1556,2033,2126,1834,1408,2358
"Otra (021)",1800,222,343,375,333,195,332
"Ninguna (022)",2271,321,670,601,306,171,202
"Hombres (024)",44360,6065,8298,8605,7251,5444,8697
"Católica (025)",36964,4999,6803,7055,6093,4603,7411
"Cristiana/Evangélica (026)",5104,763,942,972,790,626,1011
"Otra (027)",871,114,176,188,162,86,145
"Ninguna (028)",1421,189,377,390,206,129,130
"Mujeres (030)",45095,5993,8202,9018,7778,5626,8478
"Católica (031)",37105,4960,6651,7466,6463,4693,6872
"Cristiana/Evangélica (032)",6211,793,1091,1154,1044,782,1347
"Otra (033)",929,108,167,187,171,109,187
"Ninguna (034)",850,132,293,211,100,42,72
,,,,,,,
"RURAL (036)",15040,2129,2990,3180,2314,1770,2657
"Católica (037)",12133,1770,2489,2557,1890,1396,2031
"Cristiana/Evangélica (038)",2442,295,388,496,368,326,569
"Otra (039)",132,8,24,34,16,21,29
"Ninguna (040)",333,56,89,93,40,27,28
"Hombres (042)",7958,1104,1594,1712,1206,895,1447
"Católica (043)",6563,930,1353,1407,985,735,1153
"Cristiana/Evangélica (044)",1122,135,182,216,187,132,270
"Otra (045)",67,5,11,22,8,11,10
"Ninguna (046)",206,34,48,67,26,17,14
"Mujeres (048)",7082,1025,1396,1468,1108,875,1210
"Católica (049)",5570,840,1136,1150,905,661,878
"Cristiana/Evangélica (050)",1320,160,206,280,181,194,299
"Otra (051)",65,3,13,12,8,10,19
"Ninguna (052)",127,22,41,26,14,10,14
