"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PUERTO INCA (000)",28322,4407,538,15797,6448,312,330,128,362
"Jefe o Jefa (001)",7178,589,6,4132,1930,109,159,64,189
"Esposa(o)/ compa¤era(o) (002)",4905,689,4,2967,1059,51,65,15,55
"Hijo(a)/ hijastro(a) (003)",11961,2411,452,6581,2342,88,46,21,20
"Yerno/ nuera (004)",287,10,1,108,144,5,6,4,9
"Nieto(a) (005)",703,236,46,342,75,,2,2,
"Padres/ suegros (006)",364,148,,200,13,,2,1,
"Otro(a) pariente (007)",1908,240,22,1024,542,23,20,9,28
"Trabajador(a) del hogar (008)",155,6,,90,55,3,,,1
"Pensionista (009)",100,1,,22,41,10,8,4,14
"Otro(a) no pariente (010)",761,77,7,331,247,23,22,8,46
"Hombres (012)",15552,1975,263,8681,3939,198,196,91,209
"Jefe o Jefa (013)",5979,341,4,3553,1682,95,127,56,121
"Esposa(o)/ compa¤era(o) (014)",268,25,,148,71,7,3,3,11
"Hijo(a)/ hijastro(a) (015)",6682,1278,216,3668,1416,51,29,12,12
"Yerno/ nuera (016)",119,4,,41,58,4,4,2,6
"Nieto(a) (017)",389,121,22,197,46,,1,2,
"Padres/ suegros (018)",168,43,,114,10,,1,,
"Otro(a) pariente (019)",1226,111,15,658,390,13,15,6,18
"Trabajador(a) del hogar (020)",111,2,,67,38,3,,,1
"Pensionista (021)",77,1,,15,37,10,6,3,5
"Otro(a) no pariente (022)",533,49,6,220,191,15,10,7,35
"Mujeres (024)",12770,2432,275,7116,2509,114,134,37,153
"Jefe o Jefa (025)",1199,248,2,579,248,14,32,8,68
"Esposa(o)/ compa¤era(o) (026)",4637,664,4,2819,988,44,62,12,44
"Hijo(a)/ hijastro(a) (027)",5279,1133,236,2913,926,37,17,9,8
"Yerno/ nuera (028)",168,6,1,67,86,1,2,2,3
"Nieto(a) (029)",314,115,24,145,29,,1,,
"Padres/ suegros (030)",196,105,,86,3,,1,1,
"Otro(a) pariente (031)",682,129,7,366,152,10,5,3,10
"Trabajador(a) del hogar (032)",44,4,,23,17,,,,
"Pensionista (033)",23,,,7,4,,2,1,9
"Otro(a) no pariente (034)",228,28,1,111,56,8,12,1,11
,,,,,,,,,
"URBANA (036)",5580,577,135,2450,1854,152,172,66,174
"Jefe o Jefa (037)",1398,72,1,574,515,43,85,33,75
"Esposa(o)/ compa¤era(o) (038)",865,62,,407,294,28,33,7,34
"Hijo(a)/ hijastro(a) (039)",2195,301,104,1012,686,46,22,12,12
"Yerno/ nuera (040)",72,1,,19,41,2,4,2,3
"Nieto(a) (041)",209,56,21,94,34,,2,2,
"Padres/ suegros (042)",90,32,,52,4,,2,,
"Otro(a) pariente (043)",403,33,5,170,150,17,8,5,15
"Trabajador(a) del hogar (044)",36,2,,17,15,1,,,1
"Pensionista (045)",39,,,10,16,1,2,1,9
"Otro(a) no pariente (046)",273,18,4,95,99,14,14,4,25
"Hombres (048)",2858,245,69,1189,1008,86,106,49,106
