"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia PARINACOCHAS (000)",17888,17490,398
"Hombres (001)",8962,8827,135
"Mujeres (002)",8926,8663,263
"De 18 a 29 años (003)",5240,5138,102
"Hombres (004)",2748,2699,49
"Mujeres (005)",2492,2439,53
"De 30 a 44 años (006)",5365,5332,33
"Hombres (007)",2770,2751,19
"Mujeres (008)",2595,2581,14
"De 45 a 64 años (009)",4395,4339,56
"Hombres (010)",2198,2178,20
"Mujeres (011)",2197,2161,36
"De 65 y más años (012)",2888,2681,207
"Hombres (013)",1246,1199,47
"Mujeres (014)",1642,1482,160
,,,
"URBANA (015)",10250,10092,158
"Hombres (016)",4993,4939,54
"Mujeres (017)",5257,5153,104
"De 18 a 29 años (018)",3196,3133,63
"Hombres (019)",1615,1588,27
"Mujeres (020)",1581,1545,36
"De 30 a 44 años (021)",3249,3233,16
"Hombres (022)",1596,1588,8
"Mujeres (023)",1653,1645,8
"De 45 a 64 años (024)",2382,2367,15
"Hombres (025)",1193,1188,5
"Mujeres (026)",1189,1179,10
"De 65 y más años (027)",1423,1359,64
"Hombres (028)",589,575,14
"Mujeres (029)",834,784,50
,,,
"RURAL (030)",7638,7398,240
"Hombres (031)",3969,3888,81
"Mujeres (032)",3669,3510,159
"De 18 a 29 años (033)",2044,2005,39
"Hombres (034)",1133,1111,22
"Mujeres (035)",911,894,17
"De 30 a 44 años (036)",2116,2099,17
"Hombres (037)",1174,1163,11
"Mujeres (038)",942,936,6
"De 45 a 64 años (039)",2013,1972,41
"Hombres (040)",1005,990,15
"Mujeres (041)",1008,982,26
"De 65 y más años (042)",1465,1322,143
"Hombres (043)",657,624,33
"Mujeres (044)",808,698,110
