"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia HUANUCO (000)",267068,4668,87413,75786,48247,36180,14774
"Jefe o Jefa (001)",63827,,149,11714,22068,21300,8596
"Esposa(o) / compañera(o) (002)",37651,,94,9532,14785,10670,2570
"Hijo(a) / hijastro(a) (003)",118831,3193,67933,39396,7086,1192,31
"Yerno / nuera (004)",3337,,51,2086,1023,170,7
"Nieto(a) (005)",16244,1137,12193,2784,128,2,
"Padres / suegros (006)",3568,,,,61,1001,2506
"Otro(a) pariente (007)",18224,299,6079,7405,2205,1374,862
"Trabajador(a) del hogar (008)",739,,70,535,75,40,19
"Pensionistas (009)",317,,15,210,61,25,6
"Otro(a) no pariente (010)",4330,39,829,2124,755,406,177
"Hombres (011)",130675,2383,44680,36992,22449,17222,6949
"Jefe o Jefa (012)",43750,,69,7900,15668,14635,5478
"Esposa(o) / compañera(o) (013)",2707,,58,867,896,653,233
"Hijo(a) / hijastro(a) (014)",61544,1620,34856,20909,3563,579,17
"Yerno / nuera (015)",1528,,17,755,618,133,5
"Nieto(a) (016)",8357,588,6229,1474,65,1,
"Padres / suegros (017)",1030,,,,11,258,761
"Otro(a) pariente (018)",9331,161,3035,3896,1168,717,354
"Trabajador(a) del hogar (019)",141,,9,89,17,18,8
"Pensionistas (020)",170,,6,100,43,18,3
"Otro(a) no pariente (021)",2117,14,401,1002,400,210,90
"Mujeres (022)",136393,2285,42733,38794,25798,18958,7825
"Jefe o Jefa (023)",20077,,80,3814,6400,6665,3118
"Esposa(o) / compañera(o) (024)",34944,,36,8665,13889,10017,2337
"Hijo(a) / hijastro(a) (025)",57287,1573,33077,18487,3523,613,14
"Yerno / nuera (026)",1809,,34,1331,405,37,2
"Nieto(a) (027)",7887,549,5964,1310,63,1,
"Padres / suegros (028)",2538,,,,50,743,1745
"Otro(a) pariente (029)",8893,138,3044,3509,1037,657,508
"Trabajador(a) del hogar (030)",598,,61,446,58,22,11
"Pensionistas (031)",147,,9,110,18,7,3
"Otro(a) no pariente (032)",2213,25,428,1122,355,196,87
,,,,,,,
"URBANA (033)",161416,2773,46908,48937,30928,22969,8901
"Jefe o Jefa (034)",39397,,125,7066,13766,13510,4930
"Esposa(o) / compañera(o) (035)",21648,,54,4900,8772,6478,1444
"Hijo(a) / hijastro(a) (036)",68183,1747,34734,25688,5123,871,20
"Yerno / nuera (037)",2391,,26,1436,786,139,4
"Nieto(a) (038)",10263,797,7406,1956,103,1,
"Padres / suegros (039)",2449,,,,43,616,1790
"Otro(a) pariente (040)",12990,199,3944,5649,1646,988,564
"Trabajador(a) del hogar (041)",650,,55,493,59,27,16
"Pensionistas (042)",250,,11,168,44,22,5
"Otro(a) no pariente (043)",3195,30,553,1581,586,317,128
"Hombres (044)",77485,1420,23826,23481,14052,10637,4069
"Jefe o Jefa (045)",25711,,60,4382,9250,8909,3110
"Esposa(o) / compañera(o) (046)",1690,,35,597,531,384,143
"Hijo(a) / hijastro(a) (047)",34781,892,17743,13169,2545,420,12
"Yerno / nuera (048)",1092,,7,507,460,115,3
"Nieto(a) (049)",5239,410,3758,1015,55,1,
"Padres / suegros (050)",645,,,,8,123,514
"Otro(a) pariente (051)",6579,105,1966,2925,860,506,217
"Trabajador(a) del hogar (052)",99,,4,72,12,6,5
"Pensionistas (053)",132,,3,80,30,16,3
"Otro(a) no pariente (054)",1517,13,250,734,301,157,62
"Mujeres (055)",83931,1353,23082,25456,16876,12332,4832
"Jefe o Jefa (056)",13686,,65,2684,4516,4601,1820
"Esposa(o) / compañera(o) (057)",19958,,19,4303,8241,6094,1301
"Hijo(a) / hijastro(a) (058)",33402,855,16991,12519,2578,451,8
"Yerno / nuera (059)",1299,,19,929,326,24,1
"Nieto(a) (060)",5024,387,3648,941,48,,
"Padres / suegros (061)",1804,,,,35,493,1276
"Otro(a) pariente (062)",6411,94,1978,2724,786,482,347
"Trabajador(a) del hogar (063)",551,,51,421,47,21,11
"Pensionistas (064)",118,,8,88,14,6,2
"Otro(a) no pariente (065)",1678,17,303,847,285,160,66
,,,,,,,
"RURAL (066)",105652,1895,40505,26849,17319,13211,5873
"Jefe o Jefa (067)",24430,,24,4648,8302,7790,3666
"Esposa(o) / compañera(o) (068)",16003,,40,4632,6013,4192,1126
"Hijo(a) / hijastro(a) (069)",50648,1446,33199,13708,1963,321,11
"Yerno / nuera (070)",946,,25,650,237,31,3
"Nieto(a) (071)",5981,340,4787,828,25,1,
"Padres / suegros (072)",1119,,,,18,385,716
"Otro(a) pariente (073)",5234,100,2135,1756,559,386,298
"Trabajador(a) del hogar (074)",89,,15,42,16,13,3
"Pensionistas (075)",67,,4,42,17,3,1
"Otro(a) no pariente (076)",1135,9,276,543,169,89,49
"Hombres (077)",53190,963,20854,13511,8397,6585,2880
"Jefe o Jefa (078)",18039,,9,3518,6418,5726,2368
"Esposa(o) / compañera(o) (079)",1017,,23,270,365,269,90
"Hijo(a) / hijastro(a) (080)",26763,728,17113,7740,1018,159,5
"Yerno / nuera (081)",436,,10,248,158,18,2
"Nieto(a) (082)",3118,178,2471,459,10,,
"Padres / suegros (083)",385,,,,3,135,247
"Otro(a) pariente (084)",2752,56,1069,971,308,211,137
"Trabajador(a) del hogar (085)",42,,5,17,5,12,3
"Pensionistas (086)",38,,3,20,13,2,
"Otro(a) no pariente (087)",600,1,151,268,99,53,28
"Mujeres (088)",52462,932,19651,13338,8922,6626,2993
"Jefe o Jefa (089)",6391,,15,1130,1884,2064,1298
"Esposa(o) / compañera(o) (090)",14986,,17,4362,5648,3923,1036
"Hijo(a) / hijastro(a) (091)",23885,718,16086,5968,945,162,6
