"CUADRO Nº 5: POBLACIÓN EN VIVIENDAS COLECTIVAS Y OTRO TIPO, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia LAMAS (000)",249,249,
"Vivienda colectiva",,,
"Hotel,hostal, hospedaje (002)",46,46,
"Casa pensión (003)",7,7,
"Hospital, clinica (004)",17,17,
"Aldea infantil, orfelinato, etc (007)",3,3,
"Otro (008)",123,123,
"Otro tipo",,,
"En la calle, personas sin vivienda, garita, puerto (010)",53,53,
