"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia HUANCA SANCOS (000)",6276,6194,82
"Hombres (001)",2915,2879,36
"Mujeres (002)",3361,3315,46
"De 18 a 29 años (003)",1623,1597,26
"Hombres (004)",774,754,20
"Mujeres (005)",849,843,6
"De 30 a 44 años (006)",2005,2000,5
"Hombres (007)",969,966,3
"Mujeres (008)",1036,1034,2
"De 45 a 64 años (009)",1693,1686,7
"Hombres (010)",787,783,4
"Mujeres (011)",906,903,3
"De 65 y más años (012)",955,911,44
"Hombres (013)",385,376,9
"Mujeres (014)",570,535,35
,,,
"URBANA (015)",4148,4106,42
"Hombres (016)",1903,1884,19
"Mujeres (017)",2245,2222,23
"De 18 a 29 años (018)",1050,1034,16
"Hombres (019)",503,490,13
"Mujeres (020)",547,544,3
"De 30 a 44 años (021)",1358,1356,2
"Hombres (022)",649,648,1
"Mujeres (023)",709,708,1
"De 45 a 64 años (024)",1095,1094,1
"Hombres (025)",497,496,1
"Mujeres (026)",598,598,
"De 65 y más años (027)",645,622,23
"Hombres (028)",254,250,4
"Mujeres (029)",391,372,19
,,,
"RURAL (030)",2128,2088,40
"Hombres (031)",1012,995,17
"Mujeres (032)",1116,1093,23
"De 18 a 29 años (033)",573,563,10
"Hombres (034)",271,264,7
"Mujeres (035)",302,299,3
"De 30 a 44 años (036)",647,644,3
"Hombres (037)",320,318,2
"Mujeres (038)",327,326,1
"De 45 a 64 años (039)",598,592,6
"Hombres (040)",290,287,3
"Mujeres (041)",308,305,3
"De 65 y más años (042)",310,289,21
"Hombres (043)",131,126,5
"Mujeres (044)",179,163,16
