"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CASTROVIRREYNA (000)",6492,4875,631,477,509
"Empleado (001)",1124,346,289,159,330
"Obrero (002)",1625,885,255,308,177
"Trabajador independiente (003)",2755,2701,54,,
"Empleador o patrono (004)",32,21,8,2,1
"Trabajador familiar no remunerado (005)",906,872,25,8,1
"Trabajador del hogar (006)",50,50,,,
"De 06 a 14 años (008)",101,93,6,2,
"Obrero (010)",7,5,1,1,
"Trabajador independiente (011)",13,13,,,
"Trabajador familiar no remunerado (013)",79,73,5,1,
"Trabajador del hogar (014)",2,2,,,
"De 15 a 29 años (016)",1756,1223,210,152,171
"Empleado (017)",319,119,66,33,101
"Obrero (018)",642,340,120,113,69
"Trabajador independiente (019)",481,468,13,,
"Empleador o patrono (020)",12,7,4,,1
"Trabajador familiar no remunerado (021)",276,263,7,6,
"Trabajador del hogar (022)",26,26,,,
"De 30 a 44 años (024)",2216,1508,292,187,229
"Empleado (025)",553,160,165,73,155
"Obrero (026)",599,318,93,114,74
"Trabajador independiente (027)",826,804,22,,
"Empleador o patrono (028)",9,5,4,,
"Trabajador familiar no remunerado (029)",219,211,8,,
"Trabajador del hogar (030)",10,10,,,
"De 45 a 64 años (032)",1738,1394,112,133,99
"Empleado (033)",241,66,53,52,70
"Obrero (034)",334,188,39,78,29
"Trabajador independiente (035)",913,896,17,,
"Empleador o patrono (036)",7,5,,2,
"Trabajador familiar no remunerado (037)",232,228,3,1,
"Trabajador del hogar (038)",11,11,,,
"De 65 y más años (040)",681,657,11,3,10
"Empleado (041)",11,1,5,1,4
"Obrero (042)",43,34,2,2,5
"Trabajador independiente (043)",522,520,2,,
"Empleador o patrono (044)",4,4,,,
"Trabajador familiar no remunerado (045)",100,97,2,,1
"Trabajador del hogar (046)",1,1,,,
,,,,,
"URBANA (048)",2630,1583,345,298,404
"Empleado (049)",803,217,177,132,277
"Obrero (050)",884,458,136,163,127
"Trabajador independiente (051)",710,688,22,,
"Empleador o patrono (052)",12,6,4,2,
"Trabajador familiar no remunerado (053)",182,175,6,1,
"Trabajador del hogar (054)",39,39,,,
"De 06 a 14 años (056)",44,41,2,1,
"Obrero (058)",6,4,1,1,
"Trabajador independiente (059)",6,6,,,
