"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CHOTA (000)",140582,22964,1742,76858,29610,1859,3354,1174,3021
"Hombres (001)",67939,5135,853,39236,17174,1045,1958,683,1855
"Mujeres (002)",72643,17829,889,37622,12436,814,1396,491,1166
"PEA (003)",47431,5353,47,25221,10284,846,2675,505,2500
"Hombres (004)",37362,3199,33,21159,8614,619,1747,349,1642
"Mujeres (005)",10069,2154,14,4062,1670,227,928,156,858
"Ocupada (006)",45396,5232,46,24177,9724,817,2530,475,2395
"Hombres (007)",35719,3106,32,20258,8154,600,1656,326,1587
"Mujeres (008)",9677,2126,14,3919,1570,217,874,149,808
"Desocupada (009)",2035,121,1,1044,560,29,145,30,105
"Hombres (010)",1643,93,1,901,460,19,91,23,55
"Mujeres (011)",392,28,,143,100,10,54,7,50
"No PEA (012)",93151,17611,1695,51637,19326,1013,679,669,521
"Hombres (013)",30577,1936,820,18077,8560,426,211,334,213
"Mujeres (014)",62574,15675,875,33560,10766,587,468,335,308
,,,,,,,,,
"URBANA (018)",28957,2230,399,10782,8883,1052,2302,853,2456
"Hombres (019)",14116,414,206,5287,4605,525,1186,446,1447
"Mujeres (020)",14841,1816,193,5495,4278,527,1116,407,1009
"PEA (021)",12135,643,21,3402,3346,496,1837,366,2024
"Hombres (022)",7850,218,15,2369,2381,320,1049,231,1267
"Mujeres (023)",4285,425,6,1033,965,176,788,135,757
"Ocupada (024)",11575,624,21,3260,3168,480,1744,342,1936
"Hombres (025)",7479,210,15,2254,2256,309,1001,212,1222
"Mujeres (026)",4096,414,6,1006,912,171,743,130,714
"Desocupada (027)",560,19,,142,178,16,93,24,88
"Hombres (028)",371,8,,115,125,11,48,19,45
"Mujeres (029)",189,11,,27,53,5,45,5,43
"No PEA (030)",16822,1587,378,7380,5537,556,465,487,432
"Hombres (031)",6266,196,191,2918,2224,205,137,215,180
"Mujeres (032)",10556,1391,187,4462,3313,351,328,272,252
,,,,,,,,,
"RURAL (036)",111625,20734,1343,66076,20727,807,1052,321,565
"Hombres (037)",53823,4721,647,33949,12569,520,772,237,408
"Mujeres (038)",57802,16013,696,32127,8158,287,280,84,157
"PEA (039)",35296,4710,26,21819,6938,350,838,139,476
"Hombres (040)",29512,2981,18,18790,6233,299,698,118,375
"Mujeres (041)",5784,1729,8,3029,705,51,140,21,101
"Ocupada (042)",33821,4608,25,20917,6556,337,786,133,459
"Hombres (043)",28240,2896,17,18004,5898,291,655,114,365
"Mujeres (044)",5581,1712,8,2913,658,46,131,19,94
"Desocupada (045)",1475,102,1,902,382,13,52,6,17
"Hombres (046)",1272,85,1,786,335,8,43,4,10
"Mujeres (047)",203,17,,116,47,5,9,2,7
"No PEA (048)",76329,16024,1317,44257,13789,457,214,182,89
"Hombres (049)",24311,1740,629,15159,6336,221,74,119,33
"Mujeres (050)",52018,14284,688,29098,7453,236,140,63,56
