"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia PISCO",,,,
"Viviendas particulares (001)",19753,16455,2131,1167
"Ocupantes presentes (002)",83783,71308,8516,3959
"Casa independiente",,,,
"Viviendas particulares (004)",16439,14424,1361,654
"Ocupantes presentes (005)",71278,63317,5608,2353
"Departamento en edificio",,,,
"Viviendas particulares (007)",199,175,24,
"Ocupantes presentes (008)",661,596,65,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",229,167,62,
"Ocupantes presentes (011)",717,546,171,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",112,62,44,6
"Ocupantes presentes (014)",388,233,138,17
"Choza o cabaña",,,,
"Viviendas particulares (016)",13,,,13
"Ocupantes presentes (017)",54,,,54
"Vivienda improvisada",,,,
"Viviendas particulares (019)",2723,1605,636,482
"Ocupantes presentes (020)",10566,6538,2524,1504
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",26,22,4,
"Ocupantes presentes (023)",88,78,10,
"Otro tipo",,,,
"Viviendas particulares (025)",12,,,12
"Ocupantes presentes (026)",31,,,31
Si,,,,
"Viviendas particulares (028)",14568,12330,1485,753
"Ocupantes presentes (029)",61701,53426,5780,2495
"Casa independiente",,,,
"Viviendas particulares (031)",11947,10720,836,391
"Ocupantes presentes (032)",51833,47085,3350,1398
"Departamento en edificio",,,,
"Viviendas particulares (034)",175,154,21,
"Ocupantes presentes (035)",579,525,54,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",183,133,50,
"Ocupantes presentes (038)",580,435,145,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",94,52,39,3
"Ocupantes presentes (041)",323,195,122,6
"Choza o cabaña",,,,
"Viviendas particulares (043)",5,,,5
"Ocupantes presentes (044)",24,,,24
"Vivienda improvisada",,,,
"Viviendas particulares (046)",2138,1254,536,348
"Ocupantes presentes (047)",8287,5133,2100,1054
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",20,17,3,
"Ocupantes presentes (050)",62,53,9,
"Otro tipo",,,,
"Viviendas particulares (052)",6,,,6
"Ocupantes presentes (053)",13,,,13
No,,,,
"Viviendas particulares (055)",5185,4125,646,414
"Ocupantes presentes (056)",22082,17882,2736,1464
"Casa independiente",,,,
"Viviendas particulares (058)",4492,3704,525,263
"Ocupantes presentes (059)",19445,16232,2258,955
"Departamento en edificio",,,,
"Viviendas particulares (061)",24,21,3,
"Ocupantes presentes (062)",82,71,11,
"Vivienda en quinta",,,,
"Viviendas particulares (064)",46,34,12,
"Ocupantes presentes (065)",137,111,26,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",18,10,5,3
"Ocupantes presentes (068)",65,38,16,11
"Choza o cabaña",,,,
"Viviendas particulares (070)",8,,,8
"Ocupantes presentes (071)",30,,,30
"Vivienda improvisada",,,,
"Viviendas particulares (073)",585,351,100,134
"Ocupantes presentes (074)",2279,1405,424,450
"Local no dest.para hab. humana",,,,
"Viviendas particulares (076)",6,5,1,
"Ocupantes presentes (077)",26,25,1,
"Otro tipo",,,,
"Viviendas particulares (079)",6,,,6
"Ocupantes presentes (080)",18,,,18
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",19496,16347,2084,1065
"Ocupantes presentes (110)",82743,70836,8311,3596
"Casa independiente",,,,
"Viviendas particulares (112)",16195,14316,1314,565
"Ocupantes presentes (113)",70292,62845,5403,2044
"Departamento en edificio",,,,
"Viviendas particulares (115)",199,175,24,
"Ocupantes presentes (116)",661,596,65,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",229,167,62,
"Ocupantes presentes (119)",717,546,171,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",112,62,44,6
"Ocupantes presentes (122)",388,233,138,17
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",2723,1605,636,482
"Ocupantes presentes (128)",10566,6538,2524,1504
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",26,22,4,
"Ocupantes presentes (131)",88,78,10,
"Otro tipo",,,,
"Viviendas particulares (133)",12,,,12
"Ocupantes presentes (134)",31,,,31
Si,,,,
"Viviendas particulares (136)",14335,12231,1441,663
"Ocupantes presentes (137)",60751,52993,5584,2174
"Casa independiente",,,,
"Viviendas particulares (139)",11719,10621,792,306
"Ocupantes presentes (140)",50907,46652,3154,1101
"Departamento en edificio",,,,
"Viviendas particulares (142)",175,154,21,
"Ocupantes presentes (143)",579,525,54,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",183,133,50,
"Ocupantes presentes (146)",580,435,145,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",94,52,39,3
"Ocupantes presentes (149)",323,195,122,6
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",2138,1254,536,348
"Ocupantes presentes (155)",8287,5133,2100,1054
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",20,17,3,
"Ocupantes presentes (158)",62,53,9,
"Otro tipo",,,,
"Viviendas particulares (160)",6,,,6
"Ocupantes presentes (161)",13,,,13
No,,,,
"Viviendas particulares (163)",5161,4116,643,402
"Ocupantes presentes (164)",21992,17843,2727,1422
"Casa independiente",,,,
"Viviendas particulares (166)",4476,3695,522,259
"Ocupantes presentes (167)",19385,16193,2249,943
"Departamento en edificio",,,,
"Viviendas particulares (169)",24,21,3,
"Ocupantes presentes (170)",82,71,11,
"Vivienda en quinta",,,,
"Viviendas particulares (172)",46,34,12,
"Ocupantes presentes (173)",137,111,26,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",18,10,5,3
"Ocupantes presentes (176)",65,38,16,11
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (181)",585,351,100,134
"Ocupantes presentes (182)",2279,1405,424,450
"Local no dest.para hab. humana",,,,
"Viviendas particulares (184)",6,5,1,
"Ocupantes presentes (185)",26,25,1,
"Otro tipo",,,,
"Viviendas particulares (187)",6,,,6
"Ocupantes presentes (188)",18,,,18
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",257,108,47,102
"Ocupantes presentes (218)",1040,472,205,363
"Casa independiente",,,,
"Viviendas particulares (220)",244,108,47,89
"Ocupantes presentes (221)",986,472,205,309
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",13,,,13
"Ocupantes presentes (233)",54,,,54
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",233,99,44,90
"Ocupantes presentes (245)",950,433,196,321
"Casa independiente",,,,
"Viviendas particulares (247)",228,99,44,85
"Ocupantes presentes (248)",926,433,196,297
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",5,,,5
"Ocupantes presentes (260)",24,,,24
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",24,9,3,12
"Ocupantes presentes (272)",90,39,9,42
"Casa independiente",,,,
"Viviendas particulares (274)",16,9,3,4
"Ocupantes presentes (275)",60,39,9,12
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (286)",8,,,8
"Ocupantes presentes (287)",30,,,30
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
