"CUADRO Nº 21: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia ILO (000)",27986,8996,6035,9196,535,615,641,1968
"Agric., ganadería, caza y silvicultura (001)",298,15,99,115,6,63,,
"Pesca (002)",2153,74,1152,824,85,18,,
"Explotación de minas y canteras (003)",979,354,611,8,4,2,,
"Industrias manufactureras (004)",1965,287,834,753,68,23,,
"Suministro de electricidad, gas y agua (005)",199,115,83,1,,,,
"Construcción (006)",2389,229,1505,614,32,9,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",5549,1083,419,3559,148,340,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",839,180,341,274,36,8,,
"Comercio al por mayor (009)",292,135,19,110,12,16,,
"Comercio al por menor (010)",4418,768,59,3175,100,316,,
"Hoteles y restaurantes (011)",1643,544,90,884,56,69,,
"Trans., almac. y comunicaciones (012)",2650,837,435,1320,34,24,,
"Intermediación financiera (013)",235,227,1,5,2,,,
"Activid.inmobil., empres. y alquileres (014)",1857,1293,217,296,44,7,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",1337,1104,233,,,,,
"Enseñanza (016)",1420,1294,4,119,3,,,
"Servicios sociales y de salud (017)",618,539,10,58,6,5,,
"Otras activ. serv.comun.soc y personales (018)",847,425,76,323,19,4,,
"Hogares privados con servicio doméstico (019)",641,,,,,,641,
"Actividad economica no especificada (021)",1238,576,266,317,28,51,,
"Desocupado (022)",1968,,,,,,,1968
"Hombres (023)",17682,4890,5559,5324,356,221,32,1300
"Agric., ganadería, caza y silvicultura (024)",195,12,66,80,5,32,,
"Pesca (025)",2082,48,1126,808,84,16,,
"Explotación de minas y canteras (026)",935,315,607,8,4,1,,
"Industrias manufactureras (027)",1541,211,744,524,45,17,,
"Suministro de electricidad, gas y agua (028)",177,94,82,1,,,,
"Construcción (029)",2298,189,1463,607,31,8,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",2415,482,411,1368,77,77,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",787,148,336,261,35,7,,
"Comercio al por mayor (032)",147,74,17,38,10,8,,
"Comercio al por menor (033)",1481,260,58,1069,32,62,,
"Hoteles y restaurantes (034)",378,171,35,131,16,25,,
"Trans., almac. y comunicaciones (035)",2335,646,400,1247,24,18,,
"Intermediación financiera (036)",105,100,1,3,1,,,
"Activid.inmobil., empres. y alquileres (037)",1323,897,190,194,38,4,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",919,752,167,,,,,
"Enseñanza (039)",421,383,3,33,2,,,
"Servicios sociales y de salud (040)",157,129,,26,1,1,,
"Otras activ. serv.comun.soc y personales (041)",396,186,52,145,10,3,,
"Hogares privados con servicio doméstico (042)",32,,,,,,32,
"Actividad economica no especificada (044)",673,275,212,149,18,19,,
"Desocupado (045)",1300,,,,,,,1300
"Mujeres (046)",10304,4106,476,3872,179,394,609,668
"Agric., ganadería, caza y silvicultura (047)",103,3,33,35,1,31,,
"Pesca (048)",71,26,26,16,1,2,,
"Explotación de minas y canteras (049)",44,39,4,,,1,,
"Industrias manufactureras (050)",424,76,90,229,23,6,,
"Suministro de electricidad, gas y agua (051)",22,21,1,,,,,
"Construcción (052)",91,40,42,7,1,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",3134,601,8,2191,71,263,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",52,32,5,13,1,1,,
"Comercio al por mayor (055)",145,61,2,72,2,8,,
"Comercio al por menor (056)",2937,508,1,2106,68,254,,
"Hoteles y restaurantes (057)",1265,373,55,753,40,44,,
"Trans., almac. y comunicaciones (058)",315,191,35,73,10,6,,
"Intermediación financiera (059)",130,127,,2,1,,,
"Activid.inmobil., empres. y alquileres (060)",534,396,27,102,6,3,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",418,352,66,,,,,
"Enseñanza (062)",999,911,1,86,1,,,
"Servicios sociales y de salud (063)",461,410,10,32,5,4,,
"Otras activ. serv.comun.soc y personales (064)",451,239,24,178,9,1,,
"Hogares privados con servicio doméstico (065)",609,,,,,,609,
"Actividad economica no especificada (067)",565,301,54,168,10,32,,
,,,,,,,,
"URBANA (068)",27648,8827,5955,9128,534,600,639,1965
"Agric., ganadería, caza y silvicultura (069)",219,13,83,66,6,51,,
"Pesca (070)",2140,71,1143,824,84,18,,
"Explotación de minas y canteras (071)",974,353,609,7,4,1,,
"Industrias manufactureras (072)",1952,287,822,752,68,23,,
"Suministro de electricidad, gas y agua (073)",199,115,83,1,,,,
"Construcción (074)",2359,228,1477,613,32,9,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (075)",5531,1082,413,3550,148,338,,
"Venta, mant.y rep. veh.autom.y motoc. (076)",833,180,335,274,36,8,,
"Comercio al por mayor (077)",292,135,19,110,12,16,,
"Comercio al por menor (078)",4406,767,59,3166,100,314,,
"Hoteles y restaurantes (079)",1639,541,90,883,56,69,,
"Trans., almac. y comunicaciones (080)",2640,829,433,1320,34,24,,
"Intermediación financiera (081)",235,227,1,5,2,,,
"Activid.inmobil., empres. y alquileres (082)",1837,1275,215,296,44,7,,
"Admin.pub. y defensa; p. segur.soc.afil (083)",1225,993,232,,,,,
"Enseñanza (084)",1412,1286,4,119,3,,,
"Servicios sociales y de salud (085)",615,537,10,57,6,5,,
"Otras activ. serv.comun.soc y personales (086)",839,419,74,323,19,4,,
"Hogares privados con servicio doméstico (087)",639,,,,,,639,
"Actividad economica no especificada (089)",1228,571,266,312,28,51,,
"Desocupado (090)",1965,,,,,,,1965
"Hombres (091)",17408,4745,5482,5282,355,214,32,1298
"Agric., ganadería, caza y silvicultura (092)",142,10,52,48,5,27,,
"Pesca (093)",2070,46,1117,808,83,16,,
"Explotación de minas y canteras (094)",930,314,605,7,4,,,
"Industrias manufactureras (095)",1529,211,732,524,45,17,,
"Suministro de electricidad, gas y agua (096)",177,94,82,1,,,,
"Construcción (097)",2268,188,1435,606,31,8,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (098)",2403,482,405,1363,77,76,,
"Venta, mant.y rep. veh.autom.y motoc. (099)",781,148,330,261,35,7,,
"Comercio al por mayor (100)",147,74,17,38,10,8,,
"Comercio al por menor (101)",1475,260,58,1064,32,61,,
"Hoteles y restaurantes (102)",375,168,35,131,16,25,,
"Trans., almac. y comunicaciones (103)",2325,638,398,1247,24,18,,
"Intermediación financiera (104)",105,100,1,3,1,,,
"Activid.inmobil., empres. y alquileres (105)",1305,881,188,194,38,4,,
"Admin.pub. y defensa; p. segur.soc.afil (106)",819,652,167,,,,,
"Enseñanza (107)",418,380,3,33,2,,,
"Servicios sociales y de salud (108)",155,128,,25,1,1,,
"Otras activ. serv.comun.soc y personales (109)",390,182,50,145,10,3,,
"Hogares privados con servicio doméstico (110)",32,,,,,,32,
"Actividad economica no especificada (112)",667,271,212,147,18,19,,
