"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia MELGAR (000)",73335,1202,25331,18504,12753,10116,5429
"Jefe o Jefa (001)",20525,,151,3618,6642,6546,3568
"Esposa(o) / compañera(o) (002)",10653,,24,2575,4170,2909,975
"Hijo(a) / hijastro(a) (003)",32889,930,20933,9716,1143,161,6
"Yerno / nuera (004)",694,,8,441,221,20,4
"Nieto(a) (005)",3016,216,2335,447,16,2,
"Padres / suegros (006)",782,,,,16,139,627
"Otro(a) pariente (007)",3738,50,1665,1255,358,238,172
"Trabajador(a) del hogar (008)",98,,11,59,10,11,7
"Pensionistas (009)",14,,6,5,1,1,1
"Otro(a) no pariente (010)",926,6,198,388,176,89,69
"Hombres (011)",35441,617,12804,8912,5831,4791,2486
"Jefe o Jefa (012)",13600,,69,2365,4636,4362,2168
"Esposa(o) / compañera(o) (013)",687,,16,210,231,171,59
"Hijo(a) / hijastro(a) (014)",16737,482,10614,5055,526,59,1
"Yerno / nuera (015)",361,,5,198,142,12,4
"Nieto(a) (016)",1506,105,1171,225,5,,
"Padres / suegros (017)",200,,,,6,37,157
"Otro(a) pariente (018)",1876,27,830,670,179,103,67
"Trabajador(a) del hogar (019)",27,,2,14,3,5,3
"Pensionistas (020)",5,,2,2,1,,
"Otro(a) no pariente (021)",442,3,95,173,102,42,27
"Mujeres (022)",37894,585,12527,9592,6922,5325,2943
"Jefe o Jefa (023)",6925,,82,1253,2006,2184,1400
"Esposa(o) / compañera(o) (024)",9966,,8,2365,3939,2738,916
"Hijo(a) / hijastro(a) (025)",16152,448,10319,4661,617,102,5
"Yerno / nuera (026)",333,,3,243,79,8,
"Nieto(a) (027)",1510,111,1164,222,11,2,
"Padres / suegros (028)",582,,,,10,102,470
"Otro(a) pariente (029)",1862,23,835,585,179,135,105
"Trabajador(a) del hogar (030)",71,,9,45,7,6,4
"Pensionistas (031)",9,,4,3,,1,1
"Otro(a) no pariente (032)",484,3,103,215,74,47,42
,,,,,,,
"URBANA (033)",34840,530,11890,9343,6537,4359,2181
"Jefe o Jefa (034)",9933,,128,1970,3503,2924,1408
"Esposa(o) / compañera(o) (035)",4708,,16,1202,2059,1119,312
"Hijo(a) / hijastro(a) (036)",15248,395,9596,4660,526,70,1
"Yerno / nuera (037)",346,,4,211,120,9,2
"Nieto(a) (038)",1325,107,997,212,8,1,
"Padres / suegros (039)",404,,,,9,65,330
"Otro(a) pariente (040)",2235,26,1013,800,192,118,86
"Trabajador(a) del hogar (041)",63,,8,43,5,7,
"Pensionistas (042)",12,,6,4,,1,1
"Otro(a) no pariente (043)",566,2,122,241,115,45,41
"Hombres (044)",16675,280,5950,4508,2952,2067,918
"Jefe o Jefa (045)",6195,,59,1212,2308,1844,772
"Esposa(o) / compañera(o) (046)",423,,13,126,164,94,26
"Hijo(a) / hijastro(a) (047)",7693,205,4811,2410,242,25,
"Yerno / nuera (048)",173,,2,92,72,5,2
"Nieto(a) (049)",658,59,485,112,2,,
"Padres / suegros (050)",103,,,,3,18,82
"Otro(a) pariente (051)",1135,15,515,433,94,54,24
"Trabajador(a) del hogar (052)",14,,1,9,,4,
"Pensionistas (053)",4,,2,2,,,
"Otro(a) no pariente (054)",277,1,62,112,67,23,12
"Mujeres (055)",18165,250,5940,4835,3585,2292,1263
"Jefe o Jefa (056)",3738,,69,758,1195,1080,636
"Esposa(o) / compañera(o) (057)",4285,,3,1076,1895,1025,286
"Hijo(a) / hijastro(a) (058)",7555,190,4785,2250,284,45,1
"Yerno / nuera (059)",173,,2,119,48,4,
"Nieto(a) (060)",667,48,512,100,6,1,
"Padres / suegros (061)",301,,,,6,47,248
"Otro(a) pariente (062)",1100,11,498,367,98,64,62
"Trabajador(a) del hogar (063)",49,,7,34,5,3,
"Pensionistas (064)",8,,4,2,,1,1
"Otro(a) no pariente (065)",289,1,60,129,48,22,29
,,,,,,,
"RURAL (066)",38495,672,13441,9161,6216,5757,3248
"Jefe o Jefa (067)",10592,,23,1648,3139,3622,2160
"Esposa(o) / compañera(o) (068)",5945,,8,1373,2111,1790,663
"Hijo(a) / hijastro(a) (069)",17641,535,11337,5056,617,91,5
"Yerno / nuera (070)",348,,4,230,101,11,2
"Nieto(a) (071)",1691,109,1338,235,8,1,
"Padres / suegros (072)",378,,,,7,74,297
"Otro(a) pariente (073)",1503,24,652,455,166,120,86
"Trabajador(a) del hogar (074)",35,,3,16,5,4,7
"Pensionistas (075)",2,,,1,1,,
"Otro(a) no pariente (076)",360,4,76,147,61,44,28
"Hombres (077)",18766,337,6854,4404,2879,2724,1568
"Jefe o Jefa (078)",7405,,10,1153,2328,2518,1396
"Esposa(o) / compañera(o) (079)",264,,3,84,67,77,33
"Hijo(a) / hijastro(a) (080)",9044,277,5803,2645,284,34,1
"Yerno / nuera (081)",188,,3,106,70,7,2
"Nieto(a) (082)",848,46,686,113,3,,
"Padres / suegros (083)",97,,,,3,19,75
"Otro(a) pariente (084)",741,12,315,237,85,49,43
"Trabajador(a) del hogar (085)",13,,1,5,3,1,3
"Pensionistas (086)",1,,,,1,,
"Otro(a) no pariente (087)",165,2,33,61,35,19,15
"Mujeres (088)",19729,335,6587,4757,3337,3033,1680
"Jefe o Jefa (089)",3187,,13,495,811,1104,764
"Esposa(o) / compañera(o) (090)",5681,,5,1289,2044,1713,630
"Hijo(a) / hijastro(a) (091)",8597,258,5534,2411,333,57,4
"Yerno / nuera (092)",160,,1,124,31,4,
"Nieto(a) (093)",843,63,652,122,5,1,
"Padres / suegros (094)",281,,,,4,55,222
"Otro(a) pariente (095)",762,12,337,218,81,71,43
"Trabajador(a) del hogar (096)",22,,2,11,2,3,4
