"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia CANAS (000)",20618,19981,637
"Hombres (001)",9986,9759,227
"Mujeres (002)",10632,10222,410
"De 18 a 29 años (003)",5791,5587,204
"Hombres (004)",2896,2780,116
"Mujeres (005)",2895,2807,88
"De 30 a 44 años (006)",6359,6321,38
"Hombres (007)",3104,3088,16
"Mujeres (008)",3255,3233,22
"De 45 a 64 años (009)",5483,5400,83
"Hombres (010)",2646,2627,19
"Mujeres (011)",2837,2773,64
"De 65 y más años (012)",2985,2673,312
"Hombres (013)",1340,1264,76
"Mujeres (014)",1645,1409,236
,,,
"URBANA (015)",3503,3414,89
"Hombres (016)",1717,1686,31
"Mujeres (017)",1786,1728,58
"De 18 a 29 años (018)",1122,1089,33
"Hombres (019)",565,549,16
"Mujeres (020)",557,540,17
"De 30 a 44 años (021)",1222,1213,9
"Hombres (022)",604,600,4
"Mujeres (023)",618,613,5
"De 45 a 64 años (024)",773,764,9
"Hombres (025)",386,384,2
"Mujeres (026)",387,380,7
"De 65 y más años (027)",386,348,38
"Hombres (028)",162,153,9
"Mujeres (029)",224,195,29
,,,
"RURAL (030)",17115,16567,548
"Hombres (031)",8269,8073,196
"Mujeres (032)",8846,8494,352
"De 18 a 29 años (033)",4669,4498,171
"Hombres (034)",2331,2231,100
"Mujeres (035)",2338,2267,71
"De 30 a 44 años (036)",5137,5108,29
"Hombres (037)",2500,2488,12
"Mujeres (038)",2637,2620,17
"De 45 a 64 años (039)",4710,4636,74
"Hombres (040)",2260,2243,17
"Mujeres (041)",2450,2393,57
"De 65 y más años (042)",2599,2325,274
"Hombres (043)",1178,1111,67
"Mujeres (044)",1421,1214,207
